release_group_mbid,artist_mbid,n_releases,album_type,genre_name,genre_votes,dz_artist_id,dz_name,sc_artist_id
e45c32be-8e8b-48b5-8bbb-60f1a3115532,cc197bad-dc9c-440d-a5b5-d52ba2e14234,16,Studio,soft rock,1,892,Coldplay,555560
9f3e3118-daee-3eb8-8207-e0f087c9327d,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
a85b8aff-fcbc-4431-95ba-d8c20bbfb77e,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,23,Studio,alternative pop,1,4050205,The Weeknd,856411
fe48bf42-1bae-4338-b3f0-afcf814ee891,b04c952c-16c4-41ad-bd62-ace5047cdf6e,2,Studio,hip hop,1,4510044,Laylow,4289648
1fd6e5d5-564c-4924-ae01-b4677c50d866,302bd7b9-d012-4360-897a-93b00c855680,33,Studio,pop,6,542,David Guetta,572836
62985df1-a39d-35f0-bfc9-f1a581bc8877,847e8a0c-cc20-4213-9e16-975515c2a926,9,Studio,rock,2,198,Céline Dion,60087
5546f504-66cc-3249-b78c-8bb6ddac9e4a,6cad3ce5-6380-4594-a8da-ae7d273b683d,6,Studio,pop rap,1,259467,Orelsan,789245
d95ccdfd-7ccc-48e2-a294-684db748ae9f,ce155ad5-afc8-4398-bf38-c99f02cd0814,2,Studio,,NA,4842061,Naps,3690398
caef5f01-8568-4573-8458-c9e99ff7c734,012151a8-0f9a-44c9-997f-ebd68b5389f9,44,Studio,jersey club,1,416239,Imagine Dragons,1188385
38a1cae8-d480-3a44-835a-19b0fe768813,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,13,Studio,pop,1,13,Eminem,57633
62985df1-a39d-35f0-bfc9-f1a581bc8877,847e8a0c-cc20-4213-9e16-975515c2a926,9,Studio,synth-pop,1,198,Céline Dion,60087
57115279-ee5f-4f7e-a484-148f55fa09ad,302bd7b9-d012-4360-897a-93b00c855680,15,Studio,electronic,2,542,David Guetta,572836
03508b88-5857-49b5-9f37-61f77250d727,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,1,Studio,hip hop,1,13,Eminem,57633
b05c3c90-db17-3d09-8fa8-28ab7356987d,847e8a0c-cc20-4213-9e16-975515c2a926,8,Studio,rock,1,198,Céline Dion,60087
de9470f4-f4a3-4ddf-967b-ac77c886ad49,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,15,Studio,jazz,1,4050205,The Weeknd,856411
b14eccba-5767-4a25-afaa-ec298534db49,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,alternative rock,1,892,Coldplay,555560
9aae3f3d-028a-3e57-9a75-6df96c5d9b4f,2f548675-008d-4332-876c-108b0c7ab9c5,14,Studio,electronic,1,3469,Sia,567274
d92e3984-cfe2-4115-b8f4-afd82c2d2896,e369e789-6f07-4ce8-a70f-e136bc57bf3b,2,Studio,,NA,5288900,Niska,4873189
b441552e-08db-3c00-b04c-f518db8bc619,302bd7b9-d012-4360-897a-93b00c855680,13,Studio,electronic,2,542,David Guetta,572836
9ffc2ee7-73c3-3306-9ac2-3669d61edd8e,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
5628bc44-c89b-4af6-9b76-f266d09be63c,2f548675-008d-4332-876c-108b0c7ab9c5,14,Studio,art pop,2,3469,Sia,567274
39f54b7b-31b3-4536-91ab-dcdcab205eca,ce155ad5-afc8-4398-bf38-c99f02cd0814,1,Studio,,NA,4842061,Naps,3690398
78570bea-2a26-467c-a3db-c52723ceb394,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,35,Studio,r&b,1,4050205,The Weeknd,856411
c358634d-b58d-4635-aca3-246cee2577f0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,35,Studio,dance-pop,5,8706544,Dua Lipa,5250517
84893ef5-5583-4d12-a286-971ee0b97655,e52815f0-0db9-49b2-acb7-1af6b2dfa936,5,Studio,hip hop,1,13011,Soprano,627188
dbe0abc5-07dc-371c-a2d4-b360b6a6d32a,302bd7b9-d012-4360-897a-93b00c855680,10,Studio,electro house,2,542,David Guetta,572836
815b31d8-b972-48a7-b74a-38c49a277676,650e7db6-b795-4eb5-a702-5ea2fc46c848,24,Studio,club,1,75491,Lady Gaga,522177
4939e393-ce2c-442c-95a4-ae6b636d9692,da04991d-8e8a-43be-9892-1e6342a77410,5,Studio,electronic,1,1519461,PNL,1936284
98c2c9cc-3cfa-4621-be13-45ee963edfa4,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,21,Studio,synth-pop,1,4889156,Clara Luciani,4290170
13de6a0b-43c9-4fe8-9bd4-a668601d205a,650e7db6-b795-4eb5-a702-5ea2fc46c848,1,Live,,NA,75491,Lady Gaga,522177
3448c75c-f59e-41c3-9aee-03f851f80031,d721866d-5640-44ee-87f7-23dd062abd8a,4,Studio,hip hop,3,1412564,Nekfeu,900257
7e48f018-b774-32e6-a68b-b42db04535c0,73e5e69d-3554-40d8-8516-00cb38737a1c,41,Studio,r&b,2,564,Rihanna,520084
a85b8aff-fcbc-4431-95ba-d8c20bbfb77e,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,23,Studio,pop,4,4050205,The Weeknd,856411
75eaf743-9e48-37b3-b115-ec4895ee3ee2,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
71afa9d6-3d3f-4ec5-b765-ac80bdae378e,302bd7b9-d012-4360-897a-93b00c855680,6,Studio,electropop,1,542,David Guetta,572836
5af3e885-409f-4c7e-825f-c89827d42987,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,pop rock,1,892,Coldplay,555560
a186ae54-41a1-4b46-861c-c0d80c154556,012151a8-0f9a-44c9-997f-ebd68b5389f9,25,Studio,indietronica,1,416239,Imagine Dragons,1188385
7815e9a2-4a1c-4bf3-b8d3-48a794090218,650e7db6-b795-4eb5-a702-5ea2fc46c848,16,Studio,easy listening,2,75491,Lady Gaga,522177
ec441a18-25dd-37bc-ba53-516981007653,2f548675-008d-4332-876c-108b0c7ab9c5,3,Live,pop rock,1,3469,Sia,567274
120c786d-a3b2-3c19-b4ff-2b7b3b4435bf,cc197bad-dc9c-440d-a5b5-d52ba2e14234,29,Studio,rock,8,892,Coldplay,555560
a2709bdb-e16e-4f71-b1aa-cc68119fb782,302bd7b9-d012-4360-897a-93b00c855680,26,Studio,electro house,8,542,David Guetta,572836
815b31d8-b972-48a7-b74a-38c49a277676,650e7db6-b795-4eb5-a702-5ea2fc46c848,24,Studio,electropop,5,75491,Lady Gaga,522177
27da3ef8-f3b0-47bf-898d-9bdf4af7fc04,cc197bad-dc9c-440d-a5b5-d52ba2e14234,17,Studio,rock,2,892,Coldplay,555560
93747376-b698-4610-a023-d256de075460,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,46,Studio,synth-pop,4,8706544,Dua Lipa,5250517
9aae3f3d-028a-3e57-9a75-6df96c5d9b4f,2f548675-008d-4332-876c-108b0c7ab9c5,14,Studio,electro,1,3469,Sia,567274
7c89982d-e6a6-3811-828d-5462a69f0ddf,847e8a0c-cc20-4213-9e16-975515c2a926,20,Studio,synth-pop,3,198,Céline Dion,60087
abc0288c-4d28-4fa2-8711-26ce503c82f4,a4ab6bb1-2b7e-4d5f-bad6-dcd6b6daa5d6,2,Studio,,NA,9930130,Djadja & Dinaz,3864820
4a658d93-4327-3175-aee8-b79be839a5d3,847e8a0c-cc20-4213-9e16-975515c2a926,7,Live,easy listening,2,198,Céline Dion,60087
27da3ef8-f3b0-47bf-898d-9bdf4af7fc04,cc197bad-dc9c-440d-a5b5-d52ba2e14234,17,Studio,electronic,2,892,Coldplay,555560
1ab3ba95-bc96-46f4-bc6d-1e57bc6ad1a0,73e5e69d-3554-40d8-8516-00cb38737a1c,23,Studio,electropop,1,564,Rihanna,520084
2ea9d53f-bfe1-46e0-9d64-6006d56ca81f,e369e789-6f07-4ce8-a70f-e136bc57bf3b,2,Studio,,NA,5288900,Niska,4873189
c358634d-b58d-4635-aca3-246cee2577f0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,35,Studio,europop,1,8706544,Dua Lipa,5250517
3344452a-3da9-4b4f-8954-ae23a86c2ecf,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,43,Studio,contemporary r&b,6,4050205,The Weeknd,856411
2e3b231b-ab9f-4d85-950a-48708a1cc2fb,650e7db6-b795-4eb5-a702-5ea2fc46c848,36,Studio,electropop,4,75491,Lady Gaga,522177
ceeecf3c-7dd4-4b86-be1c-ed783b20a051,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,pop,1,892,Coldplay,555560
ae0033cb-db62-4e53-8c1c-c003304c0173,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,15,Studio,dance-pop,1,1042268,Angèle,4807932
accd791c-5948-4414-8ae2-16b71f487863,650e7db6-b795-4eb5-a702-5ea2fc46c848,20,Studio,electronic,2,75491,Lady Gaga,522177
d1dbe37a-7d11-49d5-863e-325930ad4289,070a4a70-705b-41ba-a30a-cac559c781f8,2,Studio,pop rap,1,162665,SCH,5263675
8a90f0f8-06bd-36fa-9345-15405c26a26b,847e8a0c-cc20-4213-9e16-975515c2a926,6,Studio,synth-pop,2,198,Céline Dion,60087
f64c9ecc-9eae-4600-8438-7ac279ce3e35,650e7db6-b795-4eb5-a702-5ea2fc46c848,5,Live,vocal jazz,2,75491,Lady Gaga,522177
3344452a-3da9-4b4f-8954-ae23a86c2ecf,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,43,Studio,jazz,2,4050205,The Weeknd,856411
c3db9e05-4f49-3d31-9086-1611a300d3e7,847e8a0c-cc20-4213-9e16-975515c2a926,1,Studio,pop,1,198,Céline Dion,60087
5a8b9ff2-6686-362b-9bf5-c99bfcd7ee67,2f548675-008d-4332-876c-108b0c7ab9c5,4,Studio,electronic,2,3469,Sia,567274
0e65a491-fc5f-4e90-881a-1b8aca3967c4,cf580d82-3f3e-4b86-8874-7e0fbe794f01,3,Studio,contemporary r&b,1,8909272,Aya Nakamura,4843823
ceaa5c39-91c7-4c8a-886c-85b11fa8a1f6,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,30,Studio,dance-pop,5,4050205,The Weeknd,856411
a85b8aff-fcbc-4431-95ba-d8c20bbfb77e,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,23,Studio,r&b,1,4050205,The Weeknd,856411
ec441a18-25dd-37bc-ba53-516981007653,2f548675-008d-4332-876c-108b0c7ab9c5,3,Live,pop,1,3469,Sia,567274
d50a7169-5424-3940-8d57-fa175632dc98,847e8a0c-cc20-4213-9e16-975515c2a926,2,Live,electronic,1,198,Céline Dion,60087
b3d4aef6-749f-40c1-b8f0-e763bde8cfdc,650e7db6-b795-4eb5-a702-5ea2fc46c848,20,Studio,pop rock,4,75491,Lady Gaga,522177
a2709bdb-e16e-4f71-b1aa-cc68119fb782,302bd7b9-d012-4360-897a-93b00c855680,26,Studio,house,5,542,David Guetta,572836
de9470f4-f4a3-4ddf-967b-ac77c886ad49,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,15,Studio,art pop,1,4050205,The Weeknd,856411
19690f06-b268-4a5d-bce5-86e4959d81a4,66ffca84-c76f-416b-9371-89ccb7bb9da6,1,Studio,,NA,4986771,OBOY,5686598
5628bc44-c89b-4af6-9b76-f266d09be63c,2f548675-008d-4332-876c-108b0c7ab9c5,14,Studio,hip hop,1,3469,Sia,567274
c10d4fae-98de-4df4-8737-ebad6e77cf0e,635e50a0-3c8f-4675-a0e6-9e3555cc4e0a,2,Studio,,NA,455796,Leto,5468234
0a4abc62-cc6a-44cd-bf60-fca0ed111951,650e7db6-b795-4eb5-a702-5ea2fc46c848,1,Live,,NA,75491,Lady Gaga,522177
e512bd2f-0a5e-4f7b-9f39-27ff0f6628ee,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1,3,Studio,pop rap,1,5542343,Ninho,4847604
8341c952-694d-4866-870e-df48c9e10f17,012151a8-0f9a-44c9-997f-ebd68b5389f9,19,Studio,house,1,416239,Imagine Dragons,1188385
1ab3ba95-bc96-46f4-bc6d-1e57bc6ad1a0,73e5e69d-3554-40d8-8516-00cb38737a1c,23,Studio,dance-pop,2,564,Rihanna,520084
1c6c7b47-0d4b-4308-97d9-7d528dc6bf8f,e52815f0-0db9-49b2-acb7-1af6b2dfa936,1,Live,,NA,13011,Soprano,627188
8341c952-694d-4866-870e-df48c9e10f17,012151a8-0f9a-44c9-997f-ebd68b5389f9,19,Studio,electronic,1,416239,Imagine Dragons,1188385
35d50b63-f720-4969-bf54-4bbb36a7e4a4,8e6c44df-06fc-4852-83d0-ef0efed6630a,1,Studio,,NA,1191615,Jul,2265158
78863586-5ba6-4ad4-8229-8e0ac7876cec,dae7d996-38fe-4578-bf75-1e2510f522bb,1,Studio,,NA,8873540,Gazo,5496198
d6cfccc8-026d-4028-b567-4f762354ff91,ab2528d9-719f-4261-8098-21849222a0f2,8,Studio,digital cumbia,1,310260,Stromae,828329
06fda337-5c4b-42e0-a96c-a349c786965f,73e5e69d-3554-40d8-8516-00cb38737a1c,19,Studio,electronic,1,564,Rihanna,520084
eec9d469-a3c0-42f4-9f78-08021ba3c314,6a2244c9-3122-454e-b83d-b23e2968884e,3,Studio,trap,1,171998,Hamza,841407
69cbe47e-e552-4afb-a590-4a5bbfd6a212,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,1,Live,,NA,5111084,Lomepal,1180989
1dc4c347-a1db-32aa-b14f-bc9cc507b843,cc197bad-dc9c-440d-a5b5-d52ba2e14234,36,Studio,pop rock,5,892,Coldplay,555560
815b31d8-b972-48a7-b74a-38c49a277676,650e7db6-b795-4eb5-a702-5ea2fc46c848,24,Studio,brostep,2,75491,Lady Gaga,522177
266a2e55-faee-4c78-a481-13bd3f30c0b5,012151a8-0f9a-44c9-997f-ebd68b5389f9,2,Live,indie rock,1,416239,Imagine Dragons,1188385
b14eccba-5767-4a25-afaa-ec298534db49,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,pop,1,892,Coldplay,555560
72a3c6d2-f2f7-4a3b-ac13-4870bdf34edc,dae7d996-38fe-4578-bf75-1e2510f522bb,1,Studio,pop rap,1,8873540,Gazo,5496198
9ea45068-084d-4f2e-99c2-59aed3be1842,8e6c44df-06fc-4852-83d0-ef0efed6630a,1,Studio,,NA,1191615,Jul,2265158
fe076892-b55d-4f01-809f-36e9dc786a68,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,1,Studio,,NA,4050205,The Weeknd,856411
ceaa5c39-91c7-4c8a-886c-85b11fa8a1f6,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,30,Studio,house,1,4050205,The Weeknd,856411
6b16dd63-4470-3747-9b6d-f802ea746ac5,847e8a0c-cc20-4213-9e16-975515c2a926,11,Studio,synth-pop,3,198,Céline Dion,60087
d9390962-495f-466e-8674-e705e660ed8b,da04991d-8e8a-43be-9892-1e6342a77410,7,Studio,trap,1,1519461,PNL,1936284
9fe516f5-8e2c-3664-9903-c852c2fffd6b,847e8a0c-cc20-4213-9e16-975515c2a926,15,Studio,pop,4,198,Céline Dion,60087
1fd6e5d5-564c-4924-ae01-b4677c50d866,302bd7b9-d012-4360-897a-93b00c855680,33,Studio,electropop,1,542,David Guetta,572836
f5f269e7-7a93-4670-8118-978094e3bef9,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,9,Studio,,NA,5175734,Vald,950572
78570bea-2a26-467c-a3db-c52723ceb394,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,35,Studio,electro house,1,4050205,The Weeknd,856411
ceaa5c39-91c7-4c8a-886c-85b11fa8a1f6,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,30,Studio,dance,1,4050205,The Weeknd,856411
1ab3ba95-bc96-46f4-bc6d-1e57bc6ad1a0,73e5e69d-3554-40d8-8516-00cb38737a1c,23,Studio,electronic,2,564,Rihanna,520084
de9470f4-f4a3-4ddf-967b-ac77c886ad49,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,15,Studio,post-dubstep,1,4050205,The Weeknd,856411
3cf0bf6f-0d53-3ea6-b1e1-032665318cb4,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
2c4ac726-f8f8-41a0-a426-665933fbedba,9ff87295-bdfc-46fc-b605-456cc39d84ca,2,Studio,hip hop,1,259729,Alonzo,627192
f64c9ecc-9eae-4600-8438-7ac279ce3e35,650e7db6-b795-4eb5-a702-5ea2fc46c848,5,Live,jazz,2,75491,Lady Gaga,522177
a2709bdb-e16e-4f71-b1aa-cc68119fb782,302bd7b9-d012-4360-897a-93b00c855680,26,Studio,progressive house,3,542,David Guetta,572836
accd791c-5948-4414-8ae2-16b71f487863,650e7db6-b795-4eb5-a702-5ea2fc46c848,20,Studio,diva house,4,75491,Lady Gaga,522177
1dc4c347-a1db-32aa-b14f-bc9cc507b843,cc197bad-dc9c-440d-a5b5-d52ba2e14234,36,Studio,alternative rock,13,892,Coldplay,555560
15818ec5-bf34-47de-a4e5-260f98828d64,73e5e69d-3554-40d8-8516-00cb38737a1c,25,Studio,hip hop,1,564,Rihanna,520084
ceaa5c39-91c7-4c8a-886c-85b11fa8a1f6,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,30,Studio,synth funk,2,4050205,The Weeknd,856411
6dc8e640-7068-4788-9504-0610e73ff24c,d6f204c1-ea79-4ad0-bac3-862faad14130,3,Studio,,NA,7365500,Josman,4816066
93747376-b698-4610-a023-d256de075460,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,46,Studio,dance-pop,4,8706544,Dua Lipa,5250517
05ce100c-eddf-4967-8d7e-33fc0883fe39,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,34,Studio,pop rock,1,384236,Ed Sheeran,860349
ad1ec723-36d5-4c11-91b0-a18a94438f45,e52815f0-0db9-49b2-acb7-1af6b2dfa936,1,Live,hip hop,1,13011,Soprano,627188
9bffed76-3f7a-447a-8391-84f583abb1cb,070a4a70-705b-41ba-a30a-cac559c781f8,2,Studio,trap,1,162665,SCH,5263675
1cfd42c0-2bbf-4ea2-8d2f-2e3e7b5deea5,d6f204c1-ea79-4ad0-bac3-862faad14130,1,Studio,,NA,7365500,Josman,4816066
c50b180a-12c9-3153-8ba5-eac6a6537d6f,cc197bad-dc9c-440d-a5b5-d52ba2e14234,34,Studio,alternative punk,1,892,Coldplay,555560
a1084754-8bb5-3ebc-bbd2-6a27d48e798a,cc197bad-dc9c-440d-a5b5-d52ba2e14234,50,Studio,britpop,5,892,Coldplay,555560
27da3ef8-f3b0-47bf-898d-9bdf4af7fc04,cc197bad-dc9c-440d-a5b5-d52ba2e14234,17,Studio,pop,3,892,Coldplay,555560
7815e9a2-4a1c-4bf3-b8d3-48a794090218,650e7db6-b795-4eb5-a702-5ea2fc46c848,16,Studio,swing,3,75491,Lady Gaga,522177
e8b872a9-240a-4100-9804-58e2c2ae390d,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,1,Studio,hip hop,1,13,Eminem,57633
ceaa5c39-91c7-4c8a-886c-85b11fa8a1f6,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,30,Studio,pop,6,4050205,The Weeknd,856411
598e673a-4232-3691-beee-1026448199e0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
612e7c0b-6aa2-4b22-b06d-ad46df279372,6a2244c9-3122-454e-b83d-b23e2968884e,4,Studio,pop rap,1,171998,Hamza,841407
120c786d-a3b2-3c19-b4ff-2b7b3b4435bf,cc197bad-dc9c-440d-a5b5-d52ba2e14234,29,Studio,pop,1,892,Coldplay,555560
06fda337-5c4b-42e0-a96c-a349c786965f,73e5e69d-3554-40d8-8516-00cb38737a1c,19,Studio,pop,4,564,Rihanna,520084
accd791c-5948-4414-8ae2-16b71f487863,650e7db6-b795-4eb5-a702-5ea2fc46c848,20,Studio,future house,1,75491,Lady Gaga,522177
8c382a8b-8a02-3492-b881-f0fc4359ee83,847e8a0c-cc20-4213-9e16-975515c2a926,14,Studio,pop,10,198,Céline Dion,60087
2eb49f55-ad2a-43fa-a54f-90d0759d7f62,2f548675-008d-4332-876c-108b0c7ab9c5,17,Studio,hip hop,1,3469,Sia,567274
3c909a83-6c50-47c6-864a-8ca65126f148,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,8,Studio,cloud rap,1,5111084,Lomepal,1180989
ae0033cb-db62-4e53-8c1c-c003304c0173,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,15,Studio,contemporary r&b,1,1042268,Angèle,4807932
05ce100c-eddf-4967-8d7e-33fc0883fe39,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,34,Studio,hip hop,3,384236,Ed Sheeran,860349
62985df1-a39d-35f0-bfc9-f1a581bc8877,847e8a0c-cc20-4213-9e16-975515c2a926,9,Studio,pop,6,198,Céline Dion,60087
802d62ee-65c3-4666-8f47-44844321a6a0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,12,Studio,hardcore hip hop,1,13,Eminem,57633
14f83b04-2b9e-4974-9169-476f26475be3,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,36,Studio,synthwave,1,4050205,The Weeknd,856411
9ce73eb5-8929-4934-9cb9-6d386c92762e,012151a8-0f9a-44c9-997f-ebd68b5389f9,13,Studio,house,1,416239,Imagine Dragons,1188385
0b890d94-75ab-40a2-a64e-47f12f79665c,650e7db6-b795-4eb5-a702-5ea2fc46c848,17,Studio,big band,1,75491,Lady Gaga,522177
e9585ed4-d148-3711-bbee-55a97b58325a,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,20,Studio,conscious hip hop,1,13,Eminem,57633
92adb813-678a-3eb0-a392-2c1e02fd496d,2f548675-008d-4332-876c-108b0c7ab9c5,1,Studio,trip hop,1,3469,Sia,567274
