artist_id,contact_id
15061447,5899099
1977,610590
1481555,666077
8655468,703346
4628,913167
4373325,1125233
4593010,1167978
82672942,1794934
4521458,2056040
647031,2260083
13587189,2834198
12130222,4850752
14667391,6788235
14678409,662767
4247731,773085
9840882,1084777
4549496,1362927
166796337,3712461
13485379,3878614
14579255,4295354
358208,4941555
11409132,5259151
9460356,5400632
5006111,6998751
299513,678496
1873,713483
222067615,943556
5164184,1210055
7466374,1555945
14578227,3619635
11425140,3898609
112272,1068806
222438785,1258372
356740,1316735
1379562,1316739
14880225,4295260
1420557,4840984
158191542,5893955
303909,6466901
4407878,9397815
339642,769890
3599891,800705
380252,1111468
13783531,1130690
6284728,1132751
300010,1222996
5232524,1324924
6975217,3995976
11496302,5262480
649491,564328
259903,762072
170596,1251084
5478681,1472885
14273365,1478133
14273367,1478134
1446090,1480074
4334785,2447703
5376591,3480576
10355150,3609830
10466601,3977578
9593792,5095331
5619264,5606738
1056523,5982226
66644392,859563
616150,980331
5812427,1912098
1614457,2797651
5235956,3726789
6704,4399352
14985489,4726590
115982312,5496301
8658242,65746
12433,566681
110750,585035
6212564,884562
115613722,892391
4250263,1140438
91250992,1280903
134246,1516255
4516917,2050730
76591832,2266763
11016144,2742910
10623039,3854710
91293212,5490099
16977,72096
4826220,449142
6834783,563223
331769,781649
6711901,791904
62656,837272
90881,838711
1450530,847522
14766,927459
4014401,1145172
8184356,1221112
151891,1633280
5896693,1898758
11023172,2113287
7185982,2680237
9414142,2832111
176693,2832112
13513555,4714873
4432591,5901754
195760897,6657959
5148,586756
57248,611468
56066,795603
476893,1141407
2334231,1869573
4032576,2529510
11552323,3409243
11738883,4169526
70570,5181858
51836382,5358108
4493526,5426155
88714102,5493603
5319680,28398
76464,658048
69321,704693
4055756,825836
88965,828984
1557802,1288409
1547486,1842904
10802206,3117555
10802204,3117556
232584481,4733706
197587707,4941344
77120262,6623276
10236,639576
1237938,745733
412825,816366
293276,816515
4798595,1114843
1091801,1203639
7889364,1228519
6874823,1784948
11016134,2742909
9845846,2800280
10714325,2994763
12264062,3566455
8461348,3885780
88178102,5668312
5444030,5932814
4846123,31309
5304720,571754
437168,597684
270670,618897
1231818,655233
309378,787276
497661,1050941
9166558,1202768
4806812,1210054
5334336,1354929
7357456,1886447
4468123,2076730
4599243,2261572
11814761,2515377
7892392,2807766
7488552,5085913
14865145,5258518
12768535,5420398
11235,26764
5086271,53633
4927858,58721
315935,725630
789255,857844
4446241,886379
1497857,895029
6086900,944591
5333982,1208677
6093502,2370953
10835632,3241990
1141087,3297570
12142012,3472218
242134911,5190024
5636966,5306016
6389700,6780334
222445425,6972975
5335777,583417
1692376,876902
5312382,1117958
10702085,1928595
9821068,3712464
56950642,4899415
256365172,5110552
59965882,5125714
477249,102862
6686197,239452
5217315,599064
74487,647536
5578098,653728
362326,667507
1330235,1004943
4892374,1024116
6512395,1679819
5596582,1764518
153778592,1950325
13132281,3828672
8201646,4860147
14510513,5006988
12077274,5326062
158978552,6728019
166409,2410
2005231,561998
5012960,1176338
543983,1203020
9835298,2831478
52049262,4798753
1622417,5668889
1042517,8129493
4028197,874374
310130,899832
5904394,901249
4498713,985566
80137,990047
613843,1020546
3340441,1720971
10476757,2023184
113229392,2893073
4085123,3116038
10727397,3219943
11310442,3317291
4011721,3612880
4455622,4053924
12591058,4459871
13612907,4775507
126959422,5538219
271793,568746
13705,587719
3697601,597829
79760,737922
5477156,779783
1193610,781787
77405,811258
1603626,893062
6093972,913465
12473646,961235
203635,1022347
3786471,1059401
869342,1163819
12503288,1166752
3612481,1201739
4529486,1248510
9014424,1647154
10313318,3231284
11051716,3245361
12114916,3536292
12373990,3927119
7606188,4546379
54248382,4846043
193833457,4849443
1084240,4927240
53949972,6130389
6650676,576780
16414,577143
1639008,590891
10484665,601202
1518712,601482
1332337,657698
2016031,689367
66803,689773
340017,690863
500764,707236
600248,847257
425145,852914
4840205,1060907
5376886,1113522
4669130,1207556
1033780,1224837
4437326,1306879
4465814,1360137
2746261,1679875
4676221,1679876
125392102,1824461
4525261,1947186
1394527,2062840
9134356,3009529
113714722,4732311
84146892,5505705
12276848,6767877
380785,613050
8462744,613052
1585226,1006439
4683400,1034680
5396827,1111488
4910771,1115629
51352642,1202483
5028411,1205372
4498767,1208685
4896862,1247198
5189938,1325422
5399266,1347108
6569939,2236533
1636759,2259797
5324750,2290631
5938050,3522806
14118089,3586847
61369102,3666045
12722529,3694538
12407264,4798751
13134405,4943645
5052514,5671170
3477831,596544
991450,657692
79012,708024
91747,889891
567573,1016112
1664356,1060017
1021417,1139721
87020812,1258565
5598206,1426952
1824501,2404416
297629,2661408
10173250,2989749
54547492,3025583
6138114,3243229
54547482,3583560
14968041,3982643
10062654,4141279
5303032,5073633
87188782,5486624
147509262,6672851
151816422,6770438
2944,567069
807786,588403
143993,608655
51352672,612253
1624250,641965
439956,644672
306661,658008
7355116,680217
4858890,766402
101803,833248
1503695,1084879
3373971,1163951
794137,1183133
5091679,1215491
4499932,1320010
6559073,1600573
7850518,1638726
4992769,1663909
4568397,1705714
244119332,1724116
9746918,1760824
6861181,2303420
171241497,3282760
4977137,3980611
148963712,4825939
4440480,4845801
63005502,5028453
401557,5161950
12659953,5322304
64575512,5375723
5724889,5426157
105045942,5779933
4559346,15730
1886511,62606
5084176,79187
153751,569959
73115,588731
6299750,737094
3892731,789621
249166732,816906
4341751,844925
444426,864804
482215,881735
10233472,1004860
5270048,1178385
1093930,1207549
7315008,1872462
8002874,1980478
4559322,2137176
11582715,2362692
4878737,2537664
10066182,2898885
8736578,3137242
10019168,3184232
14626563,3502809
10677807,3798525
171928327,4703158
13153273,4733671
51316982,5243717
79655302,5253084
8997334,5426156
58678822,5785693
276249221,6103428
64826,52954
7733306,620183
15565,627477
5453756,627572
1400319,781699
3384,828685
5972604,848412
200660,859597
884731,882810
877,891057
84736,1060469
4028980,1136485
4494640,1146600
4535292,1227661
6737961,1240152
4422362,1327929
9082274,2667743
8997342,2923781
15302519,3127948
12673059,3344064
1037493,3566081
12090612,3567854
135484012,4813655
88924872,5319379
51382132,6708562
16837,519963
8103,571350
1639281,576805
2060831,619313
5199986,649767
9008,714356
5754148,725551
257515,731316
4165077,734564
11256100,759239
190408,849016
10017910,866427
1141145,884621
13044,900327
3344511,1060559
9609756,1063596
7889366,1203821
63015852,1222732
5354197,1258944
4626713,1265651
9468290,1466566
7474594,3649310
13757225,3827543
12310004,4110707
10620487,4262371
13741041,4671513
14190747,4722817
54840762,5108968
12476500,5215756
4404576,5370062
49411692,5466390
7231788,5854590
9668,5886115
4477423,7533429
133054,12068
68277,511317
202165,523334
1973141,587266
4566417,593085
58620,671524
4354737,695885
5248292,725326
6254338,763598
415841,842677
1578717,920825
4231560,924105
4041500,1130232
4534231,1140806
14626387,1213929
3863881,1222727
7166582,1223048
4634680,1224848
4834203,1357187
1638578,1408733
65850742,1421951
4535727,1474181
54547472,1709470
5205979,1930572
12090614,2243228
8240010,2432996
4399570,3227498
7395430,3338716
5310380,3445326
1339556,3695397
300552,3695398
8569792,4020563
12738039,4062355
12364716,4071265
3374,4822516
163504607,4959909
77900282,5081892
55173362,5318226
7478948,5692073
1038484,56193
10985822,124227
450865,570982
77453342,596898
1490640,606223
359747,612644
290435,685533
365789,686916
80517,692824
1216348,783181
312786,813318
4650321,855941
1460419,1058762
875529,1093546
219091945,1131974
10801066,1282011
4859775,1297172
5292497,1338057
4776284,1422355
4608796,1460078
10431560,1520774
7701632,1613644
1215909,1833097
4494909,2118911
60204842,2740847
9412012,2846065
268125262,2853283
4833829,3137241
49361572,3150235
10148738,3157040
12165248,3461221
610647,4734127
9746374,4960955
5465012,5404589
110828512,5421211
1383963,6853448
170406,623499
14262709,627503
4309106,645148
388626,661278
1337064,712662
241401,744122
272753592,783366
6072062,848852
401997,1018417
4750386,1202511
7028901,1268123
5241209,1271935
157297062,1327937
63493952,1559744
4452264,1624176
4461997,2042328
9851642,2118909
1054009,3114094
11626783,3536289
13989903,3566558
12226,3625886
10472599,3744547
4988717,3970871
14879149,4855113
14706223,5279387
112227822,5458246
275268,5499527
102990172,5865998
1076949,5919071
199807567,8728062
244691,541875
3939,580526
108584,583079
309241,603545
372094,722427
59927,737929
3921801,850645
1252571,851621
64989482,857852
203554,876957
4421535,1097674
4421966,1136324
11094544,1136657
2570361,1138498
4876812,1208969
1617446,1275728
6107360,1306757
5234010,1321160
6450340,1520558
246020132,1992343
10086138,2091717
13549249,2465130
2931241,2499761
172228,3147770
5622062,3370531
4828603,3638588
50050192,3797691
4436502,4196687
57400072,5193040
72237972,5316622
87534822,5354930
128282352,5354931
106390862,5375724
133265532,5667831
4535811,5719610
137032612,5759715
245911092,5777149
1501378,2231
1375826,5374
12977933,563858
4671338,582430
94262,620847
7597,636647
152099,654404
151643,725792
1119782,734841
149833862,795097
5340677,830758
524146,839615
498507,900620
275948691,1002853
8784864,1116010
13806281,1131305
168410,1214621
877451,1224932
11934083,1269333
3368991,1420022
5289619,1447890
9830124,1649203
13694023,1699537
9104862,2057873
62029232,2132184
812631,2271515
102414,2750909
7527578,3275386
4879839,3353516
10305638,3899743
49095121,4709626
9814094,4846225
48765711,4941108
5649706,5074530
5649704,5074531
5618658,5171518
99548022,5383787
141554662,6295944
886008,556968
129956,604906
247055812,621379
1485717,642045
4369865,648690
132094462,673166
538432,677519
1281259,711570
372712,715005
240821,777505
4187058,846291
893559,860075
14359159,906756
9679978,1025538
4567996,1060449
4599879,1117325
1649007,1184746
4369945,1202868
5901134,1203831
4972627,1207538
137075512,1208675
9634922,1221116
4484913,1345853
4852571,1483686
5855445,1542643
342169,1567037
62808842,1664236
294419,1776532
10989802,1786636
148815,1893822
13633461,1915559
7269222,1952534
75901082,2030911
4981288,2204055
112188132,2237253
13857689,2339539
305667,2643913
7802730,2756616
11270974,2869538
8145736,3024710
7350342,3652880
9235578,3802200
180403167,4291751
85984742,4865452
3624481,4917290
87895752,5305994
77830172,5351575
13934977,6368055
4447620,38743
115480,82496
7531,557876
5349785,568875
48152182,584762
4071372,590748
225483845,612728
1167060,708946
4408361,736151
4365113,752418
132053,752485
414500,754403
149042,756743
1229220,837842
172009,888143
14310667,920018
3057621,925617
299808,976901
6314172,1059710
426537,1062938
2218591,1078206
178243447,1079875
3325121,1102629
409642,1123347
1265019,1171248
1012654,1201621
5877958,1205682
6110922,1234332
4564861,1264937
8529778,1287474
201432657,1342159
54240512,1501217
4712821,1720898
5812593,1872464
6773877,1910477
11831025,1914434
10044468,1928537
571808,2056779
5410296,2071918
5563840,2262514
8926578,2927066
9950656,3067709
5241984,3389326
11474826,3465641
11547229,3468665
263775011,3498754
7358488,3518569
13831515,3563116
357310,3609487
5560197,3673914
60895742,3824827
320606,4303684
111991342,4865869
329074,5022277
50440512,5330317
10739698,5358101
98844442,5358102
190070497,5383960
101928282,5406865
119173862,5475222
11418906,5499835
57966422,5516797
86437082,5599158
87439922,6880868
367902,97098
79099,565339
1300427,586475
808228,587015
1616078,642398
9844688,647636
96889,653589
273158,680322
169657,792517
3304911,828461
388283,890821
406859,899251
4607997,899267
405312,956916
4959042,998966
6843731,1052810
4462168,1169305
4834243,1233482
8137256,1242927
92167,1460123
1272297,1478146
43824702,1624941
51339262,1737410
2692071,1810231
1245665,1823675
107990,1869580
802682,2581642
8549060,2604592
15253179,2989771
8588682,3440969
10622653,3527249
1423919,3809400
14023749,4085926
48982681,4732526
1609716,4863526
9701392,4888885
12561326,5522074
13148263,5529588
111681862,5745334
152515732,5745336
12425532,5745337
1523879,5748354
88142012,5805665
198207947,6786555
11479220,8209237
4523123,36938
12295,572105
255663522,627724
10922,667557
112318,757703
372388,823193
1515349,857996
987047,868063
1042191,880263
2668711,888142
51556772,919321
4500721,975852
1700047,1105169
294405,1148662
1157342,1205683
4432606,1205962
5379175,1317994
7357672,1352050
5825376,1516256
457838,1909544
7884352,2404321
1073881,3018771
110820802,3694345
13586489,3723259
10641025,4039097
126153782,4740205
278543921,5026576
11716147,5140466
79276182,5258420
125914512,5595509
9795932,5769349
5277547,6379634
5357116,6656476
138959612,8610652
12929,26350
4591895,54290
4575227,575270
8130,593119
363748,609712
1165577,617885
1257333,622508
402329,727474
4323801,805670
337286,814713
9346698,837022
77149632,856338
4168615,1008305
1317980,1009269
1330732,1114061
296810,1179617
371870,1205960
5809621,1244547
4465793,1261506
4529784,1271868
5739367,1276669
4139751,1316882
4880007,1398330
4551472,1402040
4951397,1485887
143630142,1576371
3394061,1890126
5449332,2087263
5316125,2137369
9313700,2347575
5809620,2456070
5809619,2456071
12556256,2486314
9543798,2712821
66529632,2725224
9825082,2774307
10881348,3286598
256379012,3328769
5854068,3481637
7670296,3690549
11108956,3694507
5564885,3955534
11262772,3969589
15268499,4029503
1658998,4044497
61747702,4927241
81208292,5275579
121156052,5423424
131241772,6053160
13268097,21930
12070,580743
1215056,596546
1055765,598348
1480815,614667
59490,619784
11833761,660456
1541673,662046
261719111,724548
4676067,726972
431701,760704
1825441,762848
1639450,772129
470226,826618
149693,937574
4458468,1123776
4679693,1129517
1128273,1165802
1277031,1202871
5590627,1353650
7087089,1423519
13483249,1440109
1528697,1538254
4826571,1612819
3637191,1883645
5967486,1918552
5017607,1983568
1629214,2054247
2745331,2301456
7043151,2344755
415175,2468738
5876340,2586171
11319158,3191410
7455980,3403708
9268116,3496589
11649449,3587500
5398976,3642728
11256860,3644831
12466032,3712457
5284382,3726502
5128869,3970764
101299,3975991
13870881,4122719
64315352,4942086
13541247,5117766
110350122,5382537
14982551,5423656
126824132,5525902
5537836,6284665
115313,7010058
4513191,572462
169458187,590420
1422035,628565
1187589,672166
1246075,685350
789051,689501
13416,743216
250263212,754135
5864629,791964
5190194,819531
387048,848327
4627800,899254
5252595,900018
6945,902543
60427,909583
5352135,937868
766280,1005955
4677076,1060574
297371,1086713
1139804,1130465
10928148,1205964
4425153,1208695
5103548,1209134
4676096,1222791
14333009,1316728
4016790,1421693
1317384,1525107
4749861,1639915
7305542,1821570
4754865,1848705
6591222,1866921
81327712,1907655
4728337,1950450
177090,1972603
5361151,2495519
262394661,2756476
493150,3029764
11920475,3234497
14000367,4382002
11156124,4451372
4904931,4713705
51951382,4794602
4248641,4805494
9422376,4867806
1598863,4893046
990060,4899338
1445053,4908471
56954242,5071397
59099492,5221005
1676970,5325582
14306245,5783592
