artist_id,total_n_pqnt_texte,name,type,regex
143963,2788,Antoine,negative,\bAntoine\b(?! [A-Z])
1656603,2746,Rome,remove,
1656603,2746,Romeo,remove,
384040,2709,Frank,remove,
332820,2693,Bruno,remove,
4488457,2692,S.,remove,
896,2571,Jack,remove,
15293,2571,Jack,remove,
69801,2546,Hugo,remove,
4542822,2546,Hugo,remove,
56148,2512,Man,remove,
12261,2484,Bertrand,remove,
132246,2469,AFP,remove,
103698,2464,King,remove,
7108541,2413,Rome,remove,
87397162,2413,Rome,remove,
56094992,2401,Prince,remove,
667,2363,Jones,remove,
425643,2363,Jones,remove,
1099667,2363,Jones,remove,
15776,2328,Emmanuel,remove,
188,2252,Joe,remove,
1550453,2176,Jeanne,remove,
75020,2162,Young,remove,
554642,2145,Sophie,remove,
161777,2144,Versailles,remove,
61515,2051,Charlie,remove,
100389612,2051,Charlie,remove,
1280477,2010,Institut,remove,
1248,2008,Ray,remove,
249510,2005,Joseph,remove,
72646102,2005,Joseph,remove,
11,1974,Stones,remove,
2592,1947,Chicago,remove,
2592,1947,Chigaco,remove,
1618879,1921,Warner,remove,
1618879,1921,Warren,remove,
12004,1918,Henry,remove,
252242,1917,Ray,remove,
252242,1917,RAY,remove,
152958,1904,Tony,remove,
7590,1884,Gary,remove,
7590,1884,Jules,remove,
172246,1860,Albert,remove,
1520407,1859,Redcar,remove,
1520407,1859,Chris,remove,
83026,1836,Mark,remove,
83026,1836,MARK,remove,
17056,1820,Surface,remove,
17056,1820,surface,remove,
17056,1820,SURFACE,remove,
15546,1815,C. Franck,remove,
15546,1815,Franck,remove,
15546,1815,Fraanck,remove,
15546,1815,C. Frank,remove,
15546,1815,C.Franks,remove,
15546,1815,C.Franck,remove,
246432,1795,White,remove,
270,1781,Face,remove,
4552552,1769,Outre,remove,
11234,1766,Roger,remove,
418907,1755,Toulouse,remove,
3590,1750,Barbara,negative,\bBarbara\b(?! [A-Z])
144,1730,Blue,remove,
1530,1715,Davis,remove,
192288,1697,Christine,remove,
79676,1691,Victor,remove,
1125,1685,Elvis,remove,
80758,1657,Encore,remove,
140483422,1654,Belle,remove,
71164,1653,Wilson,remove,
286540,1653,Wilson,remove,
78978002,1653,Wilson,remove,
158240,1642,Brian,remove,
805,1630,Towner,remove,
805,1630,Williams,remove,
163496,1630,Strasbourg,remove,
212,1619,Williams,remove,
8493,1619,Williams,remove,
57542,1619,Williams,remove,
84879,1618,Champs,remove,
726,1617,Life,remove,
292799,1616,Hélène,remove,
551915,1616,Gabriel,remove,
551915,1616,Dizzy,remove,
551915,1616,Diz,remove,
646,1584,Camille,negative,\bCamille\b(?! [A-Z])
21,1578,Renaud,negative,\bRenaud\b(?! [A-Z])
4512,1567,Kiss,remove,
4512,1567,Jay,remove,
4512,1567,Jada,remove,
78651252,1565,Claire,remove,
78651252,1565,CLAIRE,remove,
11800,1550,Noir,remove,
4663498,1550,Noir,remove,
1352097,1518,Bastille,remove,
68559492,1518,Bastille,remove,
10607025,1495,Damé,remove,
1626,1493,Ferré,remove,
1112,1491,Juliette,negative,(?<!(Roméo et ))Juliette\b(?!\s([A-Z]|et Roméo))
464569,1480,Morgan,remove,
464569,1480,Leonard,remove,
354410,1464,Adé,remove,
354410,1464,ADE,remove,
354410,1464,Ade,remove,
112617712,1463,Adé,remove,
310469,1441,Hervé,remove,
310469,1441,Herve,remove,
175710937,1440,Lou,remove,
175710937,1440,LOU,remove,
12564360,1437,Lou,remove,
744,1434,Simone,remove,
134779,1419,Francisco,remove,
152188,1414,Taylor,remove,
94968,1413,Christie,remove,
3509,1409,Band,remove,
64873,1383,Alice,remove,
14124353,1383,Alice,remove,
6182,1380,Lady,remove,
16732,1378,Fred,remove,
1424540,1378,Fred,remove,
76053262,1378,Fred,remove,
529,1371,Raphaël,remove,
7657794,1371,Raphaël,remove,
15835,1349,Canada,remove,
15835,1349,Pain,remove,
7722,1340,Stone,remove,
6014250,1338,O.,remove,
15352,1326,Carlos,remove,
65998,1314,Little,remove,
75746,1309,Cuba,remove,
57573792,1309,Madame,remove,
147887,1288,Severine,remove,
147887,1288,Séverine,remove,
147887,1288,Céline,remove,
6009,1277,Washington,remove,
167871,1277,Washington,remove,
5602,1275,christ.,remove,
5602,1275,Christ,remove,
14897,1266,Ali,remove,
2722,1265,Andy,remove,
83110,1258,Brigitte,negative,\bBrigitte\b(?! [A-Z])
168,1253,Live,remove,
168,1253,Līve,remove,
256930,1252,Night,remove,
7035,1248,Red,remove,
7035,1248,RED,remove,
10338340,1246,Red,remove,
72639412,1235,Alex,remove,
72639412,1235,ALEX,remove,
9905,1234,Alex,remove,
1650,1232,Patrice,remove,
142759,1231,Mike,remove,
142759,1231,MIKE,remove,
226,1225,Dad,remove,
226,1225,Lennon,negative,"(?<![A-Z]\w{1,10} )\bLennon\b"
437171,1221,Adam,remove,
11507431,1212,Boris,remove,
5013799,1186,Sainte,remove,
5013799,1186,Sainté,remove,
55727702,1175,Put',remove,
55727702,1175,Way,remove,
55727702,1175,Path,remove,
8593594,1166,Drame,remove,
93219,1164,The Nice,remove,
93219,1164,Nice,remove,
64346,1161,Renaissance,remove,
258199,1156,Blanche,remove,
96211032,1156,Blanche,remove,
5591521,1153,Rose,remove,
5591521,1153,ROSE,remove,
1529,1144,Jane,remove,
81119,1142,Park,remove,
56879962,1134,Charlotte,remove,
369,1133,Aïr,remove,
64312862,1127,Air,remove,
5875141,1110,Brin,remove,
5875141,1110,brin,remove,
244719,1108,Jules,remove,
1211251,1099,Studio,remove,
9232,1093,Manuel,remove,
4859077,1089,Yann,remove,
8109,1072,bond,remove,
8109,1072,BOND,remove,
8109,1072,Bond,remove,
92959,1058,Sun,remove,
92959,1058,SUN,remove,
74325122,1058,Will,remove,
483061,1053,Bas,remove,
189990,1037,Sylvie,remove,
456583,1034,Web,remove,
456583,1034,The Web,remove,
69925,1029,Pink,remove,
69925,1029,P.nk,remove,
3800,1028,Brooklyn,remove,
3800,1028,BROOKLYN,remove,
279700,1024,Detroit,remove,
279700,1024,Détroit,remove,
121437362,1024,Nancy,remove,
1110491,1018,Johnson,remove,
17053,1015,Voyage,remove,
15295,1013,Harmonia,remove,
58597,1013,Franco,remove,
338438,1013,Emmanuelle,remove,
14813,1012,Association,remove,
5511290,1012,Stephen,remove,
6209976,1007,Dave,remove,
11256100,1007,Dave,remove,
1831,1003,Miller,remove,
7461,979,Christophe Beck,remove,
7461,979,Beck,remove,
7461,979,Jean-Christophe Beck,remove,
7461,979,Chris Beck,remove,
7461,979,Christopher Beck,remove,
7461,979,Кристоф Бек,remove,
7461,979,Cristopher Beck,remove,
7461,979,Jean-Christophe,remove,
7461,979,Jean Beck,remove,
7461,979,Jean Christophe Beck,remove,
7461,979,Jean Christophe,remove,
7461,979,Christof Beck,remove,
7461,979,Christoff Beck,remove,
7461,979,Christophe Back,remove,
1694408,968,Anthony,remove,
208429867,968,Berlioz,remove,
208429867,968,berlioz,remove,
240825,960,Girl,remove,
11090248,960,Béné,remove,
8359,954,Laura,remove,
465,953,Mario,remove,
57075,953,Kim,remove,
68078472,953,Kim,remove,
66138,947,Nina,remove,
152627,940,Manu,remove,
2449,937,Trane,remove,
131422,928,Walter,remove,
14428,921,Nuages,remove,
14428,921,nuages,remove,
14428,921,n u a g e s,remove,
66804322,921,Detroit,remove,
78339,915,Nelson,remove,
6005,909,Howard,remove,
6005,909,Newton,remove,
336631,909,Fire,remove,
66738,906,Molière,remove,
66738,906,Ž. B. Moljērs,remove,
66738,906,Jean-Baptiste Poquelin,remove,
66738,906,Ž. B. Moljers,remove,
49449522,903,Vendredi,remove,
5322005,902,Temps,remove,
2344,900,CAN,remove,
2344,900,Can,remove,
1551,899,Bush,remove,
11656353,899,Bush,remove,
72328,894,Khan,remove,
72328,894,Kahn,remove,
1467261,863,Paradis,remove,
3367,856,Louis XIV,remove,
3367,856,Louis XVI,remove,
3367,856,Louis the Fourteenth,remove,
14919,845,Birdman,remove,
14919,845,Baby,remove,
14919,845,The Birdman,remove,
412,843,Supernatural,remove,
470962,841,Breton,remove,
470962,841,Breton_,remove,
429675,838,Mars,remove,
81964392,838,MARION,remove,
81964392,838,Marion,remove,
860,837,Floyd,remove,
8211,825,Cousteau,remove,
8211,825,Moreau,remove,
1544,823,Harvey,remove,
576,822,Annie,remove,
1560,822,Brel,remove,
1661991,819,Montmartre,remove,
817,818,Who,remove,
377628,815,balance,remove,
377628,815,Balance,remove,
145,805,Beyonce',remove,
8425674,805,Nicole,remove,
69904,804,Nicole,remove,
290308,802,ONF,remove,
299807,793,Rex,remove,
522977,793,Haute,remove,
1932,788,Texas,remove,
65984,788,Carmen,remove,
54627,787,Carmen,remove,
276825,776,Gary,remove,
159452,772,The Last,remove,
159452,772,Last,remove,
4507786,770,Hill,remove,
203095,766,Luis,remove,
6786437,760,Catalogue,remove,
54448,756,Mai,remove,
54448,756,MAI,remove,
73876,753,Broadway,remove,
73876,753,BROADWAY,remove,
1297663,753,Euro,remove,
1297663,753,euro,remove,
5391906,751,Alpes,remove,
152756,750,Sept,remove,
3339,749,Boston,remove,
311920,746,Erick,remove,
311920,746,Erik,remove,
464999,743,Ariane,remove,
11587,741,Cage,remove,
404744,734,Normandie,remove,
12294910,734,Road,remove,
1366667,733,Pedro,remove,
15200715,723,Ange,remove,
202456,719,Billie,remove,
455775,718,Larry,remove,
4847,717,Duke,remove,
85209,717,Russell,remove,
257319,717,Duke,remove,
5412497,717,Duke,remove,
8429,713,Orange,remove,
8718,713,Stéphanie,remove,
8718,713,Stephanie,remove,
9112,713,@mastermind,remove,
9112,713,Ross,remove,
9112,713,Roberts,remove,
53345732,710,Eva,remove,
62413572,710,Eva,remove,
110793,709,Julia,remove,
110793,709,(Julia),remove,
110793,709,Юлия Вирт,remove,
51280432,709,Julia,remove,
1428115,708,Malo',remove,
8283,707,Lisa,remove,
91828,701,Eddy,remove,
12338,699,Ian,remove,
60253,699,Ian,remove,
9353,697,bis,remove,
9353,697,Bis,remove,
119709,697,Magic,remove,
8737,689,Vegas,remove,
261,686,Matt,remove,
371203,685,Marley,remove,
5335388,684,Like,remove,
4771546,682,Dark,remove,
80206212,681,Island,remove,
80206212,681,ISLAND,remove,
8245,674,Murat,remove,
3846,672,Chanel,remove,
4346983,672,Ferdinand,remove,
417037,671,People,remove,
1217605,670,Belmondo,remove,
63622502,668,Erik,remove,
11114556,667,Tate,remove,
3601,662,Eiffel,negative,(?<!([Tt]our|Gustave) )\bEiffel\b
15869,661,Damien,remove,
62750,661,Portrait,remove,
130535,660,CARLA,remove,
130535,660,Carla,remove,
1447,659,Faust,remove,
14390781,659,Faust,remove,
355098,657,Howard,remove,
405567,655,Hardy,remove,
405567,655,HARDY,remove,
6404,652,Justice,negative,"(?<![A-Z][a-z]{1,10} )\bJustice\b(?! [A-Z])"
496875,652,Youth,remove,
4646321,652,Power,remove,
6254,650,Death,remove,
6254,650,Mantas,remove,
5983,648,Clark,remove,
68000172,648,Seven,remove,
68000172,648,Sev',remove,
2833,647,Berry,remove,
7274,647,Down,remove,
74412,647,Victoria,remove,
165394,647,Berry,remove,
10732754,647,Berry,remove,
85045172,647,Victoria,remove,
57032252,645,Death,remove,
1309,643,,remove,
15808,642,,remove,
10817,641,,remove,
128177,641,,remove,
145571192,638,Chloé,remove,
118585,635,Carol,remove,
118585,635,CAROL,remove,
118585,635,Carole,remove,
451710,633,Terry,remove,
15137989,633,Home,remove,
15137989,633,HOME,remove,
15137989,633,HOME-,remove,
58065,630,Home,remove,
57382,628,Diana,remove,
57382,628,DIANA,remove,
57382,628,D I A N A,remove,
56640,623,Emma,remove,
141451402,622,Tristan,remove,
141451402,622,Tristam,remove,
4,618,America,remove,
7570,617,La's,remove,
379079,614,Harrison,remove,
379079,614,✿ Harrison ✿,remove,
379079,614,❀ Harrison ❀,remove,
170672,613,Silence,remove,
311296,613,Silence,remove,
311296,613,Silence 清醒,remove,
4726,611,Glass,negative,"(?<![A-Z][a-z]{1,10} )\bGlass\b(?! [A-Z])"
16390,610,Double,remove,
144040,610,Trio,remove,
144040,610,TRIO,remove,
184546,610,Double,remove,
4427082,610,Emile,remove,
992004,608,Murray,remove,
396214,605,Showbiz,remove,
396214,605,Showb:z,remove,
396214,605,Show,remove,
396214,605,Show Biz,remove,
4664,602,Patricia,remove,
4664,602,M.Rav,remove,
4664,602,M.Ravitz,remove,
308573,602,Damon,remove,
1834,600,L.Cohen,remove,
1834,600,L. Cohen,remove,
67727,600,Kennedy,remove,
67727,600,KENNEDY,remove,
210756,598,Kennedy,remove,
71339302,598,Kennedy,remove,
166,596,Wonder,remove,
181127,594,Palace,remove,
2518,591,Family,remove,
100039,591,Unicron,remove,
100039,591,Del,remove,
100039,591,Dzl,remove,
322211,591,Family,remove,
6927,588,Carter,remove,
90332,588,B. Carter,remove,
90332,588,Carter,remove,
56741282,585,Bené,remove,
75042,583,Rochelle,remove,
206680,582,Norman,remove,
202,580,Sade,remove,
299041,580,Twin,remove,
96571,579,Gray,remove,
96571,579,GRAY,remove,
493002,579,Question,remove,
1054822,578,Santa,remove,
112931932,578,Santa,remove,
7766,577,Space,remove,
159967642,577,Space,remove,
159967642,577,Spac(cut off at 30 chars),remove,
280302,576,Girls,remove,
111275,575,Elliott,remove,
111275,575,Elliot,remove,
1492271,574,Marais,remove,
68166,570,Vaï,remove,
68166,570,Vai,remove,
902224,569,Oliva,remove,
902224,569,Olivia,remove,
4422,568,Requiem,remove,
9378214,568,Requiem,remove,
77120,567,Jennifer,remove,
258864,565,Lost,remove,
258864,565,Jbz,remove,
258864,565,Lōst,remove,
203783297,564,Khan,remove,
6339,562,Omar,remove,
1574676,562,Omar,remove,
440483,559,Papa,remove,
440483,559,PAPA,remove,
4023401,559,Drake,remove,
289584,558,Pauline,remove,
1622,553,J. B.,remove,
1622,553,J.B.,remove,
2466,553,Barry,remove,
1328614,551,Berg,remove,
318330,550,Ryan,remove,
86165,549,Audrey,remove,
555768,548,Edgar,remove,
1446,547,A. Smith,remove,
1263968,546,Nirvana,remove,
5200512,546,Nirvana,remove,
406782,544,Meyer,remove,
66506,542,Joyce,remove,
1293,541,Gilberto,remove,
4191,541,Winter,remove,
65437,541,Winter,remove,
145894,541,Dijon,remove,
1045493,541,East,remove,
8227090,541,EAST,remove,
8227090,541,East,remove,
159086,539,Scala,remove,
280571,539,Scala,remove,
6810,537,Mission:,remove,
6810,537,Mission,remove,
75771,536,Come,remove,
1035806,534,Blood,remove,
2506,532,Natalie,remove,
310753,531,Gaston,remove,
114006982,529,Dada,remove,
114006982,529,dada,remove,
10129,528,War,remove,
2173,527,Giorgio,remove,
76199,527,Olivia,remove,
63881152,526,Django,remove,
525643,524,Sonny,remove,
12053,522,Next,remove,
8464,519,witt,remove,
8464,519,Julian,remove,
74685,518,Racine,remove,
66644,517,Dumas,remove,
342909,517,Elizabeth,remove,
9680,516,Lawrence,remove,
13072,516,Lawrence,remove,
200981,512,Martha,remove,
7525,509,Free,remove,
7525,509,The Free,remove,
13339,509,Monaco,remove,
10636761,509,Grace,remove,
10636761,509,Gräce,remove,
76030882,509,Grace,remove,
117685152,509,Free,remove,
51,506,Kam,remove,
51,506,Cam,remove,
14129,505,Bernstein,remove,
270836,504,Kafka,remove,
9784,503,Michel'le,remove,
9784,503,Michel’le,remove,
9784,503,Michele,remove,
9784,503,Michelle,remove,
9784,503,Mi'Cehele,remove,
9784,503,Michel'le Toussaint,remove,
60446,501,Fanny,remove,
73,500,NES,remove,
116019,498,OLIVER,remove,
116019,498,Oliver,remove,
5217940,498,Oliver,remove,
166585887,498,Rain,remove,
70186,497,Perry,remove,
6690,495,Richter,remove,
54996,495,Richter,remove,
95239,493,Britten,remove,
1018038,493,Pure,remove,
1018038,493,Nora,remove,
2,491,"Clash, Thr",remove,
2,491,Clash,remove,
59195,491,End,remove,
59195,491,END,remove,
82064,488,Chevalier,remove,
415947,485,The Two,negative,\bThe Two\b(?! [A-Z])
415947,485,Two,remove,
15,483,Phoenix,negative,"(?<![A-Z][a-z]{1,10} )\bPhoenix\b"
17145,480,Murphy,remove,
8626,479,When,remove,
8981486,479,Golden,remove,
687,478,Cooper,remove,
87632962,478,Bâ'a,remove,
17208,477,Stanislas,remove,
258054,477,Reuben,remove,
258054,477,Angel,remove,
365664,477,Miguel,remove,
1061,476,Dmitri,remove,
1061,476,Dimitri,remove,
192435,476,Dante,remove,
65597312,475,Marvin,remove,
714,473,Alpha,remove,
13214,473,Faure,remove,
72836,473,brad,remove,
72836,473,Brad,remove,
160582,473,Delphine,remove,
58505,471,Andrea,remove,
5517719,471,Bonnie,remove,
57854,467,Mireille,remove,
4269074,467,Manet,remove,
174991,465,Pan,remove,
465643,464,Beau,remove,
3561671,463,BLEU,remove,
3561671,463,Bleu,remove,
1249,461,Warsaw,remove,
1820,461,Images,remove,
8791,461,Eastwood,remove,
80996,460,Angel,remove,
72203582,460,Angel,remove,
9440,459,Fela,remove,
13162,459,Houston,remove,
152070,459,Judith,remove,
281496,455,Katerine,remove,
11848039,455,Harlem,remove,
4040353,454,Bacon,remove,
359796,452,Odile,remove,
392436,452,Mann,remove,
1083,451,Anton,remove,
1387,451,Nouvelle Vague,remove,
1387,451,Nouvelle Vogue,remove,
1387,451,Nouvelle Vague Bande,remove,
68581,450,College,remove,
74357,448,Marina,remove,
74357,448,MARINA,remove,
204899,448,Marina,remove,
56563742,448,Marina,remove,
2337,445,Armstrong,remove,
8937,444,Sebastian,remove,
628,442,Armstrong,remove,
1664,441,Herbert,remove,
92590,441,Lion,remove,
10027446,441,Herbert,remove,
91214,440,Penn,remove,
6333,439,Galliano,remove,
3280,437,Fitzgerald,remove,
2018491,437,Old,remove,
170235867,437,Houston,remove,
239,435,Roots,remove,
75821,435,Main,remove,
1500,434,Pigalle,remove,
1500,434,Pigale,remove,
62797,434,More,remove,
4431244,434,Conrad,remove,
5060,433,Martinez,remove,
10600,433,Arena,remove,
108315,433,tir,remove,
108315,433,Tyr,remove,
10362,432,Elsa,remove,
837,430,Eve,remove,
10197,430,Yannick,remove,
69127692,430,Eve,remove,
69128312,430,Eve,remove,
71304,429,Sweet,remove,
337283,429,Room,remove,
10735,428,Fall,remove,
2067,426,Stars,remove,
2067,426,The Stars,remove,
194366,426,Murphy,remove,
258962,426,Dennis,remove,
344155,426,Ross,remove,
12530904,424,Rémy,remove,
75355,423,Héctor,remove,
86688,423,Rodrigo,remove,
244605,423,Rodrigo,remove,
1088335,423,Gregory,remove,
97328,421,Wolf,remove,
84408032,421,Wolf,remove,
7131,420,Goya,remove,
9210,420,Off,remove,
372131,420,Artaud,remove,
372131,420,Félix J,remove,
2216,417,God,remove,
2216,417,LOG,remove,
1702774,417,Ellis,remove,
842,416,Luke,remove,
2822,416,Saint Etienne,remove,
2822,416,St. Entienne,remove,
2822,416,St. Ettiene,remove,
2822,416,Saint Ettienne,remove,
2822,416,St. Etienne,remove,
2822,416,St. Ettienne,remove,
2822,416,Saint-Etienne,remove,
2822,416,Saint Ettiene,remove,
2822,416,St.etienne,remove,
2822,416,Saint Étienne,remove,
2822,416,St Etienne,remove,
4132,416,Suicide,remove,
117570,416,Ellis,remove,
165930,416,Future,remove,
5248519,416,Luke,remove,
7376,414,South,remove,
3944,412,Jam,remove,
464567,410,Minuit,remove,
87940,407,Atlas,remove,
2095721,407,Atlas,remove,
2245,404,Newman,remove,
5679,404,Newman,remove,
10800,404,Newman,remove,
10800,404,David Louis,remove,
131613,404,Silver,remove,
1658933,404,Silver,remove,
5922055,403,Montaigne,remove,
1602107,401,Bataille,remove,
7867,400,Titanic,remove,
392657,399,Hancock,remove,
506731,399,Ornette,remove,
1101,398,Apocalypse,remove,
92165,398,Apocalypse,remove,
10287174,397,Afro,remove,
13962203,396,Zola,remove,
1409,395,Holmes,remove,
5500771,395,Land,remove,
54801,393,Idem,remove,
209220,392,Raoul,remove,
64705,391,Earth,remove,
685,388,Train,remove,
3531,388,Lulu,remove,
470428,388,Otis,remove,
13193,387,Testament,remove,
13193,387,Testa,remove,
13193,387,Legacy,remove,
146194,386,Regine,remove,
6599948,385,Morgan,remove,
13,384,M&M,remove,
79711,384,Gene,remove,
15913,383,Gustav,remove,
2848621,383,Varsovie,remove,
12142738,383,Le Dé,remove,
5373,382,Institute,remove,
8506054,382,Ghost,remove,
74831,379,Grégoire,remove,
177402,379,Joni,remove,
232,378,Caetano,remove,
2107,378,Kent,remove,
289637,378,Kent,remove,
5822974,378,Kent,remove,
5822974,378,Kent (France),remove,
11189694,378,I AM,remove,
11189694,378,IAM,remove,
5853,377,Chet,remove,
75820112,376,Cloud,remove,
11204,375,Bar,remove,
477858,374,Figure,remove,
305399,373,Joh,remove,
305399,373,Johan,remove,
305399,373,Staruss,remove,
305399,373,Straus,remove,
305399,373,Straussii,remove,
352846,373,Secret,remove,
1155997,372,Harold,remove,
258151,370,Babel,remove,
1855,368,Nico,remove,
53755,368,Portal,remove,
174087,368,Ono,remove,
7319,367,Lloyd,remove,
14927059,367,LLOYD,remove,
14927059,367,Lloyd,remove,
7492,366,Mehdi,remove,
12489,366,Dion,remove,
61049622,366,Sinmara,remove,
61049622,366,Chao,remove,
118817632,366,Dion,remove,
151551,363,Rodriguez,remove,
55624,362,Experience,remove,
55624,362,Expérience,remove,
55624,362,Exp,remove,
66098,362,Malo,remove,
453999,362,Pacifique,remove,
11710393,362,Joel,remove,
15251901,362,Malo,remove,
521,360,Luther,remove,
2301,360,Powell,remove,
152648,360,Luther,remove,
7204,358,Domino,remove,
256072,358,Attack,remove,
259569,358,Magnum,remove,
191816357,358,Poussin,remove,
8461,355,Wire,remove,
8461,355,Wir,remove,
7134,354,Villeneuve,remove,
142592,354,Paco,remove,
300227,354,Macbeth,remove,
1391659,354,Douze,remove,
11256016,354,PACO,remove,
11256016,354,Paco,remove,
409648,353,Sons,remove,
483737,353,Todd,remove,
88587902,353,Todd,remove,
155494,352,Morris,remove,
159376532,352,Melody,remove,
749,351,Sky,remove,
2882,351,HDL,remove,
2882,351,Leo,remove,
10569,351,Rob,remove,
9907962,351,Sky,remove,
11061680,351,Rob,remove,
1637425,350,Léonin,remove,
1637425,350,Leo,remove,
1637425,350,Leonin,remove,
11246206,349,Leo,remove,
1981,348,Police,negative,"(?<![A-Z][a-z]{1,10} )\bPolice\b(?! [A-Z])"
4115,348,Mana,remove,
4115,348,Manà,remove,
13431867,348,Benny the Butcher,remove,
13431867,348,Benny,remove,
84404902,347,Michelle,remove,
84404902,347,MICHELLE,remove,
49,346,Spectre,remove,
49,346,Chill,remove,
50290152,346,SDF,remove,
4842,345,Voice,remove,
3156,344,Cher,remove,
3156,344,Chér,remove,
3156,344,Cherilyn Sarkisian,remove,
3156,344,Cherilyn LaPiere,remove,
3156,344,Cherilyn Sarkisian LaPierre,remove,
56561,344,Flëur,remove,
56561,344,Fleur,remove,
15072,341,Porter,remove,
16709,341,Porter,remove,
612,340,Massive,remove,
57584,340,Joshua,remove,
990112,339,Whitney,remove,
362,338,coucou,remove,
257449,338,Peace,remove,
172889,337,Melville,remove,
9533,336,Luciano,remove,
12632197,336,Luciano,remove,
108675,335,Ocean,remove,
1261157,335,Pitchfork,remove,
75354,334,Khaled,negative,\bKhaled\b (?! [A-Z])
75354,334,Kaled,negative,\bKaled\b (?! [A-Z])
75354,334,Khalèd,remove,
7478944,334,TOMMY,remove,
7478944,334,Tommy,remove,
113897,332,Elena,remove,
4988,331,Bilal,remove,
117954,331,Kahn,remove,
105633912,331,Jesse,remove,
105633912,331,Jessie,remove,
2680,329,Cherry,remove,
9984,329,Jeepy,remove,
9984,329,Book,remove,
103,328,Pharell,remove,
103,328,Pharrell,remove,
134292,328,Martial,remove,
892,327,Lucifer,remove,
82873,326,Ruth,remove,
8110803,326,Gloria,remove,
3543,321,Chico,remove,
4392,321,Chico,remove,
8680,321,Buddy,remove,
92385092,321,Buddy,remove,
10337604,320,Kong,remove,
91964202,319,Shadow,remove,
72448662,318,Etrange,remove,
100751,317,Spector,remove,
6396188,317,Anne-Marie,negative,\bAnne\-Marie\b (?! [A-Z])
6396188,317,Anne‐Marie,remove,
76514,316,Head,remove,
393926,316,Head,remove,
11563,315,Vision,remove,
11563,315,Vison,remove,
211302,315,Chat,remove,
294866,315,L.A.,remove,
4138084,315,Demy,remove,
113,314,Machin,remove,
113,314,Rage,remove,
2270,314,Monica,remove,
61260952,314,lice,remove,
61260952,314,LICE,remove,
101178762,314,Thérèse,remove,
1029,313,Telephone,remove,
5637,312,Farid,remove,
5637,312,Fenton,remove,
5637,312,Howe,remove,
75887,312,Fuck,remove,
67122,311,Claudia,remove,
67122,311,Cláudia,remove,
265175,311,Randy,remove,
399011,311,Bruckner,remove,
72481062,311,Randy,remove,
847,310,Doors,remove,
255294,310,Einstein,remove,
649108,310,CLAIR,remove,
649108,310,Clair,remove,
649108,310,Brulēe,remove,
5233568,310,Levi,remove,
58029,308,Bristol,remove,
