"";"artist_id";"name";"gender"
"125";57119482;"Ygromi";"uncertain"
"126";294826;"Petr Kolar";"male"
"127";765829;"Ponto Nulo No Céu";"uncertain"
"128";8353;"American Gypsy";"uncertain"
"129";1310514;"Tsu Surf";"male"
"130";827401;"THEATRE ROYAL";"uncertain"
"131";57639552;"VCTRYS";"uncertain"
"132";9352596;"Antoine Chambe";"male"
"133";10178578;"Bunko Stew";"uncertain"
"134";3637;"Virgin";"female"
"135";286140;"OSC";"uncertain"
"136";174351;"Coeur De Pirate";"female"
"137";14582247;"Nic Clay";"male"
"138";316181;"Da Mike";"uncertain"
"139";141964952;"Adam Cutting";"male"
"140";368302;"Bab";"uncertain"
"141";459489;"Código Secreto";"uncertain"
"142";287282;"Winston Reedy";"male"
"143";7024275;"Silvère Burlot";"male"
"144";185418;"Matze Knop";"male"
"145";9255198;"Tony Benette";"male"
"146";9879860;"Relajante Musica";"uncertain"
"147";171552577;"Vestra Music";"uncertain"
"148";5094751;"Aleksi";"male"
"149";2500351;"Tall Black Guy";"male"
"150";69134862;"Manny Flaco";"male"
"151";1208839;"Cultes des Ghoules";"uncertain"
"152";379341;"Scracho";"uncertain"
"153";1217280;"Christopher Baron";"male"
"154";245228;"Los Jaivas";"male"
"155";4545092;"Grigory Karassev";"male"
"156";1999211;"El Menor";"male"
"157";1666819;"Armin van Buuren & Orjan Nilsen";"male"
"158";84865602;"Bossa Nova 2019";"uncertain"
"159";175489037;"Tristan Zanchi";"male"
"160";5584424;"Yakushimaru Etsuko";"female"
"161";151312092;"长一嘉";"uncertain"
"162";266282;"Pedro Suarez-Vertiz";"male"
"163";13584195;"Georgey V";"male"
"164";11526267;"Uranium Club";"uncertain"
"165";1266063;"Atahualpa Yupanqui, Atahualpa Yupanqui";"male"
"166";89658;"We Are Terrorists";"uncertain"
"167";214795;"Sam Levine";"male"
"168";373234;"Eva Ayllón";"female"
"169";4485144;"ClariS";"female"
"170";4237487;"Дискотека Авария";"male"
"171";72584162;"Beto Villa & Jorge Celedón";"male"
"172";1327951;"Mz Sunday Luv";"female"
"173";1692639;"Giuffria";"male"
"174";2210981;"Nickson";"male"
"175";57611352;"Helion, Fleyy, Uverlaw";"uncertain"
"176";171157457;"Loris Giuliano";"male"
"177";144400;"Wunderkind";"uncertain"
"178";184187;"Marvir";"uncertain"
"179";1430187;"Cheap Sober";"uncertain"
"180";14446061;"Rich Tolbert Jr.";"male"
"181";191303;"Nelson Eddy";"male"
"182";154096312;"寻凝雨";"uncertain"
"183";171955;"Marcos Rodriguez";"male"
"184";383801;"Mountain Men";"uncertain"
"185";438373;"The Stuart O'Connor Dance Troupe";"male"
"186";7029627;"Lunay";"male"
"187";5637818;"Aram MP3";"male"
"188";6481477;"Catherine delaunay";"female"
"189";144051972;"Brothers Of My Uncle";"uncertain"
"190";62617742;"SULLY and JOHNNY KEENAN";"male"
"191";119828;"Jon Finn Group";"male"
"192";7603310;"Alba Armengou";"female"
"193";72989782;"Buzz Brass";"uncertain"
"194";4219612;"Apresentação & Itapuà";"uncertain"
"195";390273;"Goatwhore";"male"
"196";3932941;"Trs";"uncertain"
"197";1229630;"Psycho Mania";"uncertain"
"198";14407857;"Zirkadian Sender";"uncertain"
"199";157328;"Sophie Tucker";"female"
"200";149151322;"Didi B";"uncertain"
"201";902665;"Third Party";"male"
"202";5050692;"Basti Grub, Komaton";"male"
"203";11867495;"Jimmy Bourcereau";"male"
"204";150331712;"Loin Du Ghetto";"uncertain"
"205";7434886;"Cantate";"uncertain"
"206";121118582;"SugarHill Keem";"male"
"207";4101896;"The Tesca Country Clan";"uncertain"
"208";87717152;"The Dog Relaxer";"uncertain"
"209";84637602;"Steph Rambi";"uncertain"
"210";483322;"Orlando le Fleming";"male"
"211";4565028;"Khatchaturian";"male"
"212";9762880;"Dj Polyvox";"uncertain"
"213";5850940;"sweet soft classic";"uncertain"
"214";10571057;"Mick Konstantin";"male"
"215";4365822;"Million Dollar Dream / Green Eyes";"uncertain"
"216";127586782;"Wap5tar";"uncertain"
"217";4624371;"Lulaby";"uncertain"
"218";87568432;"Cooper SA";"uncertain"
"219";12506;"Ricky Nelson";"male"
"220";14078067;"Monk Vision Entertainment";"uncertain"
"221";13053757;"Gary Will";"male"
"222";652638;"KYNG";"male"
"223";61895922;"Thee Sinseers";"uncertain"
"224";390033;"Ulterior";"uncertain"
"225";4900970;"Thyro";"male"
"226";5508431;"A'won Boyz";"male"
"227";13346407;"Robin Tayger";"uncertain"
"228";8868136;"Herra Hnetusmjör";"male"
"229";148931112;"London Pierre";"male"
"230";12668305;"Cavetown";"nonbinary"
"231";132904;"Sir Samuel";"male"
"232";215277;"Valija Diplomatica";"uncertain"
"233";260084;"Eddy Herrera";"male"
"234";12153856;"Ampris";"uncertain"
"235";75770222;"Bordegga";"uncertain"
"236";5922885;"Erica Papillion-Posey";"female"
"237";78663212;"Ensemble vocal Cantheos";"uncertain"
"238";1188808;"Juliette Katz";"female"
"239";5602;"Rotting Christ";"male"
"240";440342;"Luke Chable";"male"
"241";5442962;"Gabo Brown";"male"
"242";15231531;"Josua Tobit";"male"
"243";156040;"Roger Powell";"male"
"244";14146517;"Nauuda";"uncertain"
"245";12962935;"De Ambassade";"uncertain"
"246";12183300;"Nathan Sinclair";"male"
"247";392849;"Giant Panda Guerilla Dub Squad";"male"
"248";73583622;"YSRBEATS";"uncertain"
"249";229332275;"Daneliya Tuleshova";"female"
"250";120777702;"Little Brooww";"uncertain"
"251";1222240;"Netherlands Chamber Choir";"uncertain"
"252";5043739;"Sister Swing";"uncertain"
"253";1655012;"POT";"uncertain"
"254";49203982;"G-FACE";"uncertain"
"255";5968378;"Adam Banwell";"male"
"256";346197;"John Barry Seven";"male"
"257";1670608;"Avscvltate";"uncertain"
"258";7399;"Bob Holroyd";"male"
"259";1194455;"Black Butterfly";"uncertain"
"260";3062;"Robert Miles";"male"
"261";1447791;"Marie Ophélie";"female"
"262";1096012;"Scott Martin";"male"
"263";1268644;"Maracaibo 15";"uncertain"
"264";12984527;"ONR";"uncertain"
"265";11258604;"Davis Naish";"male"
"266";61333922;"Lunity";"uncertain"
"267";12006126;"Snxff";"uncertain"
"268";8484146;"Jr Thomas & The Volcanos";"male"
"269";992372;"MY PARADE";"uncertain"
"270";158906252;"虞听然";"female"
"271";368411;"T Vice";"male"
"272";14963131;"NYA";"uncertain"
"273";1666251;"Los Miticos Del Ritmo";"uncertain"
"274";93304;"The Miller Sisters";"female"
"275";336646;"KLB";"male"
"276";499141;"Art Adams";"male"
"277";81070;"Styles P";"male"
"278";10066668;"MCR";"male"
"279";64313;"Dennis DeYoung";"male"
"280";66419;"The Astors";"uncertain"
"281";2155781;"Tim McMorris";"male"
"282";61355482;"dust and moonlight";"uncertain"
"283";1002771;"Fasching";"uncertain"
"284";10237;"Anvil";"male"
"285";812217;"Ragga Ranks";"uncertain"
"286";10752842;"Devin Kennedy";"male"
"287";1214192;"Zareh Kan";"male"
"288";10761662;"Hélène Mourot";"female"
"289";81695322;"YPICK STAR GUITARIST";"uncertain"
"290";5421787;"Sébastien Delage";"male"
"291";106097942;"Ciceron";"uncertain"
"292";12466992;"The Cast Of Dirty Dancing";"uncertain"
"293";329959;"Audra Mae";"female"
"294";156993352;"Wilven Bello";"male"
"295";6305;"HorrorPops";"female"
"296";4552150;"Calia Torrez";"female"
"297";89430;"Nerv";"uncertain"
"298";124772492;"İsmail Kaçan";"male"
"299";87024522;"Younes";"male"
"300";4723243;"SPM aka South Park Mexican";"male"
"301";106395112;"KKoi";"uncertain"
"302";4152031;"Alberto, Costi";"male"
"303";7614356;"Red Death";"uncertain"
"304";101989612;"Vario Polo";"uncertain"
"305";14621175;"Dayveed";"uncertain"
"306";7965798;"Herion Young";"male"
"307";3509551;"DMX feat. Machine Gun Kelly";"male"
"308";132674962;"O Debochado";"uncertain"
"309";248537;"HIFANA";"male"
"310";15194033;"MAX RAD";"male"
"311";142263622;"Amit Berry";"male"
"312";5362314;"Мишаня Тури-Рури";"male"
"313";162602727;"sergiothesigma";"male"
"314";401586;"Mmoss";"uncertain"
"315";53911592;"DJ Salatiel";"male"
"316";12439500;"Jools Scott";"uncertain"
"317";121463272;"Blessd";"male"
"318";1886281;"Federico Seven";"male"
"319";1505331;"Alice Coote/Sonia Prina/Mario Luperi/Lorenzo Regazzo/Emmanuelle Haïm/Christopher Maltman/Le Concert d`Astrée/Pascal Bertin/European Voices/Ian Bostridge/Paul Agnew/Richard Burkhard/Carolyn Sampson";"female"
"320";56557742;"Johanta Austin";"male"
"321";142844972;"沈柏克";"uncertain"
"322";273034;"Errol Garner Trio";"male"
"323";160843102;"3RDS";"uncertain"
"324";4415065;"Yukimi Nagano";"female"
"325";57778232;"Ryan James Carr";"male"
"326";61766202;"Ocean Sleep Sounds";"uncertain"
"327";193016;"Wade Marcus";"male"
"328";114599;"Jimmy Page, John Paul Jones, Albert Lee, Nicky Hopkins, Big Jim Sullivan, Clem Cattini, Chris Hughes";"male"
"329";124645692;"Stephen Rogers";"male"
"330";451077;"Donato Y Estefano";"male"
"331";128104;"Mozartists Vienna, Luca Monti";"male"
"332";70365;"Willie Nelson & Family";"male"
"333";7368332;"Nano William";"male"
"334";70047472;"midwxst";"male"
"335";1455732;"Hior Chronik";"male"
"336";55100;"O.t.h.";"uncertain"
"337";71248;"Zarah Leander";"female"
"338";76322362;"Translate AMK";"uncertain"
"339";6841891;"Hassan Al Qazaz";"male"
"340";153435012;"Marsha Moradf";"female"
"341";386259;"Fabio Cobelli";"male"
"342";103797;"Dave Pell";"male"
"343";7315686;"Elle Hollis";"female"
"344";16648;"Marc Korn";"male"
"345";10838540;"Unreleasedx";"uncertain"
"346";9820608;"Assumption";"uncertain"
"347";321961;"Plavi Orkestar";"male"
"348";5798394;"Makida";"uncertain"
"349";5163574;"Bruce Leroys";"male"
"350";1639502;"Simon Haram";"male"
"351";542886;"Kalyani";"female"
"352";96983;"White Plains";"male"
"353";1220231;"Personal and The Pizzas";"uncertain"
"354";64426172;"Ahvie";"uncertain"
"355";15245687;"Avi S";"male"
"356";1948;"The Futureheads";"male"
"357";5482;"The Dove Shack";"male"
"358";124016422;"K7 Estudio E.U";"uncertain"
"359";111538302;"Nadine Shaw";"female"
"360";160386302;"Eldero";"uncertain"
"361";6714883;"เพลงเด็ก";"uncertain"
"362";338954;"Eole";"uncertain"
"363";6089582;"AVGUSTO";"male"
"364";13946309;"Cara Calma";"uncertain"
"365";4486945;"Александр Маршал";"male"
"366";1328077;"Orchestre Symphonique de Brest Litovsk";"uncertain"
"367";1045001;"Adrien Adrius";"male"
"368";55723;"Nicholson";"uncertain"
"369";167852307;"Listes Junia";"uncertain"
"370";66160262;"Codelank";"uncertain"
"371";68924492;"Ktyb";"uncertain"
"372";243278;"De Kreuners";"male"
"373";7810618;"Footy Fever Themes";"uncertain"
"374";75800922;"Ammar";"male"
"375";4348722;"Jrod";"male"
"376";185716137;"KurdMed";"uncertain"
"377";6689063;"Emile Biayenda";"male"
"378";144218062;"Kanemine Gorio";"uncertain"
"379";11239083;"2016 Dynamo Hitz Music";"uncertain"
"380";153540452;"边歆紫";"female"
"381";85849412;"Brokeasf";"uncertain"
"382";14514789;"High John";"uncertain"
"383";145064182;"Amitagi Rinakayo";"female"
"384";166359237;"3rd Secret";"male"
"385";7626596;"Bruka";"uncertain"
"386";113287092;"Coc9";"uncertain"
"387";9851;"Rosemary Clooney";"female"
"388";98306;"Horslips";"male"
"389";151924702;"DJ Nill Prod";"uncertain"
"390";466616;"Redlee";"uncertain"
"391";13878787;"Binaural Música Para Sono Profundo";"uncertain"
"392";7907392;"Nina Moore";"female"
"393";11485;"Amma";"uncertain"
"394";7695920;"Safa Liron";"female"
"395";9907106;"Maquiavelia";"uncertain"
"396";54483392;"Bølla";"uncertain"
"397";181951;"Mr. Lexx";"male"
"398";54514392;"Wings for Louise";"uncertain"
"399";9490238;"Echoes of Nature, Waterfalls, Relaxation, Relajacion Del Mar and Relax Meditate Sleep";"uncertain"
"400";185810537;"suna kasai";"uncertain"
"401";1259165;"dunnEASY";"uncertain"
"402";4121550;"LUTH";"uncertain"
"403";4559819;"Nathan Pacheco";"male"
"404";9928732;"MadeinTYO";"male"
"405";172120247;"曹栋采";"uncertain"
"406";64321452;"Fade Black";"uncertain"
"407";158673402;"水采薇";"female"
"408";167345337;"✧BRAINDAAMAGE✧";"uncertain"
"409";267755;"Chemical Drive";"uncertain"
"410";83542332;"est kid";"uncertain"
"411";139671962;"Mrley";"uncertain"
"412";5240930;"Edgar Boniface";"male"
"413";122920962;"Chris Chalaye";"uncertain"
"414";127146832;"Delta Pure Waves";"uncertain"
"415";317070;"Heinali";"uncertain"
"416";1548194;"Brenda & The Tabulations";"female"
"417";12030448;"Trondheim Vokalensemble";"uncertain"
"418";11368032;"Faygo";"uncertain"
"419";149573142;"AFTER GEOGRAPHY";"uncertain"
"420";9801138;"Christian Monique";"uncertain"
"421";1210892;"Bes";"uncertain"
"422";13123271;"Fallcie";"uncertain"
"423";7925524;"Panch";"uncertain"
"424";903017;"KYL";"uncertain"
"425";76173452;"KERIMKAAN";"male"
"426";55303702;"Lola Khan";"female"
"427";5334493;"Fran Garro";"male"
"428";300419;"Rock Plaza Central";"male"
"429";61732642;"3ree";"uncertain"
"430";5734257;"Mick Ralphs Blues Band";"male"
"431";153435022;"Eden Rodrigues";"uncertain"
"432";343040;"Bandolero Team";"uncertain"
"433";460533;"Buga";"uncertain"
"434";1354491;"The Nevegans";"uncertain"
"435";84284542;"Soft and Dumb";"uncertain"
"436";6755039;"Antxon Sagardui";"male"
"437";50223522;"Goreshit";"male"
"438";537048;"SIMPSON";"uncertain"
"439";1429564;"Taverner Players";"uncertain"
"440";360346;"James Howard";"male"
"441";118976492;"Quartz";"uncertain"
"442";94546;"WAL";"uncertain"
"443";14579971;"Laura Song's";"female"
"444";1116399;"Dj Steel";"uncertain"
"445";191940;"Jack Buchanan";"male"
"446";102246;"Los Pregoneros";"uncertain"
"447";6296382;"Soule Villain";"uncertain"
"448";278623;"Josete Ordonez";"male"
"449";12793601;"Katie J";"female"
"450";14722039;"Guénolé";"male"
"451";93550302;"Vide Musique";"uncertain"
"452";5308609;"Armelle Dumoulin";"female"
"453";118479492;"Liv Campbell";"female"
"454";119801072;"kelseydog";"uncertain"
"455";158328462;"Hamie Pro";"uncertain"
"456";7954740;"Fãs Do Portugal";"uncertain"
"457";7356534;"Thomas Leleu";"male"
"458";12445860;"María Cortés";"female"
"459";6200340;"Gabriel Gosse";"male"
"460";4724068;"Antoine Auchlin";"male"
"461";166896667;"艾小啉";"uncertain"
"462";375225;"Alekos Zazopoulos";"male"
"463";169474707;"Suenpw";"uncertain"
"464";7315684;"Rebecca Zamolo";"female"
"465";342876;"Trik FX";"uncertain"
"466";5836257;"Maad T-Ray";"male"
"467";293369;"Billy The Kid Emerson";"male"
"468";146649832;"REMY PROD";"male"
"469";12071222;"Deuspi";"uncertain"
"470";248216;"Mickey Newbury";"male"
"471";316709;"Billy Ward And His Dominoes";"male"
"472";344397;"Vernessa Mitchell";"female"
"473";156359452;"Hope Music Ethiopia";"uncertain"
"474";1133914;"Kio Amachree";"female"
"475";369277;"M2j";"uncertain"
"476";5438751;"A Capella Science";"uncertain"
"477";126887102;"Mustafah3rd";"male"
"478";399941;"The Dirty Guv'nahs";"uncertain"
"479";9396790;"Nightnoise, Thunderstorm, Lulaby, Lightning, Thunder and Rain Storm, Thunderstorm Sleep, Thunderstorms and Sounds of Nature:Thunderstorm, Rain";"uncertain"
"480";12540508;"Mike Jones Ross";"male"
"481";5090707;"Dj Guga";"male"
"482";60477272;"Buni Mba";"uncertain"
"483";14927059;"LLOYD";"uncertain"
"484";81839;"Tiny Bradshaw";"male"
"485";169546807;"Sara & Rania";"female"
"486";68167572;"Hussain Ghazal";"male"
"487";57733672;"Hizen";"uncertain"
"488";1107116;"Old School Freight Train";"uncertain"
"489";1002565;"Cool";"uncertain"
"490";4713951;"Gene Schroeder-piano";"male"
"491";137492542;"Yatakai";"uncertain"
"492";70458162;"Lorezno Dada";"male"
"493";7397804;"Soltune";"uncertain"
"494";244955;"Kudasai";"male"
"495";1678555;"Pianissimo Brothers";"uncertain"
"496";174361997;"Nick Vadera";"male"
"497";1273820;"Orchestre Symphonique De Londres";"uncertain"
"498";75091;"Tomatito";"male"
"499";8007788;"Belinha Bossa Duo";"female"
"500";1213112;"Banda Astilleros";"uncertain"
"501";12886753;"soundplug";"uncertain"
"502";13271243;"Youry Vixamar";"male"
"503";1657919;"Beatamines & David Jach";"uncertain"
"504";5282171;"Jean Michel Pilc";"male"
"505";102921822;"Ed Puerto Producer";"male"
"506";11640467;"Spa Ambient Relax";"uncertain"
"507";138751532;"Bagwel";"uncertain"
"508";56384742;"Tylo $mith";"male"
"509";246859;"The Mammy Novas";"uncertain"
"510";385464;"Studio 3";"uncertain"
"511";70085112;"Piano Français Jazz Musique Oasis";"uncertain"
"512";7701376;"Tao Te Ching Music Zone";"uncertain"
"513";82321962;"LARINHX";"uncertain"
"514";460848;"Deise Mikhail";"female"
"515";1370655;"Santiago Ceron";"male"
"516";9083396;"Sleep Sounds";"uncertain"
"517";9695080;"Friendship Commanders";"uncertain"
"518";89533;"Briscar";"uncertain"
"519";120614842;"杨硕哥哥";"male"
"520";268998;"Vendome";"uncertain"
"521";5611577;"Motheo Moleko";"male"
"522";1955671;"Lullaby Piano Masters";"uncertain"
"523";84320382;"Raw Spices";"uncertain"
"524";75861072;"Coffret harmonie";"uncertain"
"525";13246125;"Helix Jr";"uncertain"
"526";10504901;"Kid3rd";"uncertain"
"527";59132052;"AK Parti";"uncertain"
"528";134971622;"guizote dj";"uncertain"
"529";111717;"The queen machine";"uncertain"
"530";183558967;"Joserin Socleri";"uncertain"
"531";137281822;"PRETA NICK";"uncertain"
"532";14682841;"Manta Boristris";"uncertain"
"533";11007164;"Boris Berezovsky, Dmitri Liss and Orchestre Philharmonique de l’Oural";"male"
"534";1131699;"KX5-7";"uncertain"
"535";12583238;"Alan Diaz";"male"
"536";1613093;"Jah Bull";"male"
"537";63930;"Delicious";"uncertain"
"538";399923;"Cara Luft";"female"
"539";170354817;"DJ Chill 69";"uncertain"
"540";140913442;"Dy'vine";"uncertain"
"541";4643668;"Tamaki Roy";"uncertain"
"542";396970;"Parabelle";"male"
"543";297985;"Melissa Horn";"female"
"544";74197862;"Martha Hutagaol";"female"
"545";1657231;"George Washington";"male"
"546";91939;"Banger Brothers";"male"
"547";64575492;"Carolyn Harding & Kerri Chandler";"mixed"
"548";1025106;"Spencer K";"male"
"549";1018340;"Soulchef";"uncertain"
"550";1363665;"William Ross";"male"
"551";50256792;"JayA Luuck";"uncertain"
"552";4693128;"Jonathan Elkær";"male"
"553";199188;"Giovanni Cantarini, Il vero modo";"male"
"554";167572977;"小小太阳";"uncertain"
"555";11306096;"Pantéone";"uncertain"
"556";59897492;"Jason A. Butler";"male"
"557";134206212;"$cAWN!";"uncertain"
"558";54048512;"Mario D’ Episcopo";"male"
"559";54188742;"Annahstasia";"female"
"560";3196671;"Nelo Ferreira";"male"
"561";14662171;"Dan Mason ダン·メイソン";"male"
"562";123192972;"Dadilapeuf";"uncertain"
"563";93375;"Burning Flames";"uncertain"
"564";1017162;"Roel Salemink";"male"
"565";4659712;"Adam Katz";"male"
"566";1321919;"Kevin Bazinet";"male"
"567";99597172;"Splendora";"female"
"568";5283529;"Black Orchids";"uncertain"
"569";143298812;"巫元冬";"uncertain"
"570";11479944;"Christopher Devine";"male"
"571";10507543;"Ben Bizzy";"male"
"572";16621;"Elvenking";"male"
"573";69001622;"Sou Feryville";"uncertain"
"574";8874168;"Ryse";"uncertain"
"575";5510062;"Sorrel";"female"
"576";7607598;"Inspiring New Age Collection";"uncertain"
"577";258520;"Jonn Serrie";"male"
"578";119385412;"Nafissa Tabasdum";"female"
"579";84207532;"Yxung 80";"uncertain"
"580";495965;"Pedro Laza Y Sus Pelayeros";"male"
"581";1459824;"Les Wayfarers";"uncertain"
"582";153071;"Cabin Crew";"male"
"583";93170682;"Alana Maria";"female"
"584";5569080;"Biro do Cavaco";"male"
"585";4241250;"Loc Saint";"uncertain"
"586";5087939;"Psych";"uncertain"
"587";94967822;"Collabs";"uncertain"
"588";633626;"Léopold Nord & Vous";"male"
"589";133739732;"Samba Di Minas";"uncertain"
"590";93259092;"zio 지오";"uncertain"
"591";99098;"Family Fantastic";"uncertain"
"592";352139;"The Unknown";"uncertain"
"593";127662122;"W.B. Wooten";"male"
"594";383712;"Nigro";"uncertain"
"595";57391;"Ousmane Touré";"male"
"596";74392;"Movits";"male"
"597";59501052;"The Uppers International";"uncertain"
"598";108401;"Chango Farias Gomez";"male"
"599";11683069;"Relaxation Jazz Dinner Universe";"uncertain"
"600";10353104;"Roland Jasster";"male"
"601";1641043;"Royal Swedish Airforce Band";"uncertain"
"602";464078;"Kids Rap'n The Hits";"uncertain"
"603";4846138;"One-Two-Three";"uncertain"
"604";14985609;"DJ Big Smoke";"male"
"605";4621455;"tomemitsu";"male"
"606";1259903;"w-inds.";"male"
"607";1455249;"Ronnie Minder";"male"
"608";319476;"The Electric Toilet";"uncertain"
"609";11070994;"Las Pistolas de México";"uncertain"
"610";180881;"The Butlers";"uncertain"
"611";1105451;"Paul Phillips";"male"
"612";97085592;"Andry Kiddos";"uncertain"
"613";51056632;"Myriagon";"uncertain"
"614";5538645;"Arsen Safaryan";"male"
"615";6404136;"Nemion";"uncertain"
"616";4033843;"Kokaz";"uncertain"
"617";267760;"Silent Sphere";"uncertain"
"618";1568104;"Robotiko Rejekto";"uncertain"
"619";182055;"Kosta Rodrigez";"male"
"620";89454252;"Samtozi";"uncertain"
"621";191952887;"Fatality999";"uncertain"
"622";5189437;"Pancho Y La Sonora Colorada";"male"
"623";11301814;"Nettie";"female"
"624";560005;"Terence Boylan";"male"
"625";11164920;"Clayjay";"uncertain"
"626";13247415;"Sky Brown";"female"
"627";56627312;"Jack & Tim";"male"
"628";55219902;"URTONMUSIC";"uncertain"
"629";4543473;"The George Kaplan Conspiracy";"uncertain"
"630";14101249;"Colorado Chill";"uncertain"
"631";13080323;"Courtnie Ramirez";"female"
"632";8465556;"Hamza Rahimtula";"male"
"633";287061;"Climate Of Fear";"uncertain"
"634";1738751;"Gravestone";"uncertain"
"635";11707917;"J. Mönkhbat";"male"
"636";1425517;"Daddy King";"male"
