contact_id,product_id,contact_subtype_id,dz_artist_id,dz_name,mbz_artist_id
5263675,50141100,12,162665,SCH,070a4a70-705b-41ba-a30a-cac559c781f8
5250517,38560215,12,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
520084,6138374,13,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
572836,58400061,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
520084,10850575,12,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
860349,12995048,13,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
555560,56445953,13,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
572836,44814927,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
856411,5908665,12,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
856411,10308137,13,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
522394,12014751,12,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
555560,43858309,12,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
60087,44686897,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
520084,65850261,12,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
5096340,45638982,12,1479842,PLK,55304866-1b79-4365-a6b1-961c95e9fc57
60087,58326384,11,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
572836,7908172,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
2265158,48091581,13,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
5263805,6006644,12,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
900257,18461094,13,1412564,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a
572836,10127839,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
572836,87806883,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
57633,24274398,13,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
1136202,42160364,12,292949,Dinos,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979
5263805,38850784,13,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
57633,56046948,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
5263675,5942552,12,162665,SCH,070a4a70-705b-41ba-a30a-cac559c781f8
57633,54806312,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
555560,52699424,13,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
3864820,13030563,11,9930130,Djadja & Dinaz,a4ab6bb1-2b7e-4d5f-bad6-dcd6b6daa5d6
567274,38971820,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5125715,52701683,11,12526056,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb
520084,41906618,12,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
555560,5747229,11,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
2265158,81819563,11,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
1936284,11700350,12,1519461,PNL,da04991d-8e8a-43be-9892-1e6342a77410
5250517,10144960,11,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
841407,6015904,12,171998,Hamza,6a2244c9-3122-454e-b83d-b23e2968884e
555560,54873290,13,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
860349,9573876,11,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
555560,46295788,13,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
627188,42478193,13,13011,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936
5263675,51055521,12,162665,SCH,070a4a70-705b-41ba-a30a-cac559c781f8
572836,67779589,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
60087,48834453,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
4816066,7827537,12,7365500,Josman,d6f204c1-ea79-4ad0-bac3-862faad14130
860349,1330925,13,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
4847604,61490370,13,5542343,Ninho,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1
1188385,25874253,13,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
522177,47443774,12,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
4290170,6097357,11,4889156,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29
567274,38575234,13,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
1188385,42051236,11,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
555560,52365465,11,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
5686598,6178289,11,4986771,OBOY,66ffca84-c76f-416b-9371-89ccb7bb9da6
57633,6054535,13,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
5250517,29238459,12,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
4290170,13136234,12,4889156,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29
5250517,40957511,12,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
1188385,9062735,13,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
572836,40215412,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
572836,48138607,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
60087,6131320,11,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
789245,20052037,11,259467,Orelsan,6cad3ce5-6380-4594-a8da-ae7d273b683d
522394,5835305,13,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
856411,47107257,11,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
520084,38787858,13,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
2265158,42114061,11,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
841407,9938631,13,171998,Hamza,6a2244c9-3122-454e-b83d-b23e2968884e
5096340,64578429,12,1479842,PLK,55304866-1b79-4365-a6b1-961c95e9fc57
567274,1365726,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5061175,24998684,12,13918545,Tiakola,2bd0c272-dd22-4395-8381-18fa2fa59f1e
4843823,39816105,11,8909272,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01
567274,10143383,13,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
4816066,55969685,12,7365500,Josman,d6f204c1-ea79-4ad0-bac3-862faad14130
567274,19251499,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
567274,81299994,13,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
522394,37817370,12,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
5125715,73270370,13,12526056,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb
522177,11140804,13,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
5250517,10397372,12,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
2265158,41213594,11,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
572836,39529877,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
522394,57830534,13,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
4289606,7918441,12,9197980,Damso,71ff695e-896a-4043-aea4-93eadde08d09
828329,11139646,11,310260,Stromae,ab2528d9-719f-4261-8098-21849222a0f2
5263805,15362401,11,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
572836,10371045,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
520084,93041221,11,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
522177,24479700,12,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
60087,5700948,11,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
860349,62082008,13,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
520084,7911262,11,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
860349,86362730,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
567274,47415122,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
572836,42190111,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
860349,41248108,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
520084,44004571,11,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
5250517,46377700,12,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
57633,5770189,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
572836,31288003,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
572836,41193648,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
57633,60622369,13,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
572836,32474231,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
60087,45857581,11,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
856411,6063297,13,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
520084,62857546,13,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
4884911,42930354,13,4803754,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe
4814922,15203761,11,14621667,Koba LaD,52315221-8b06-4fb1-bfd3-16057aa4f9e1
627192,27260730,11,259729,Alonzo,9ff87295-bdfc-46fc-b605-456cc39d84ca
627192,1326869,13,259729,Alonzo,9ff87295-bdfc-46fc-b605-456cc39d84ca
4289606,38778467,12,9197980,Damso,71ff695e-896a-4043-aea4-93eadde08d09
572836,8798711,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
860349,23234962,13,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
522177,24623851,13,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
567274,5874996,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
4289648,9753335,13,4510044,Laylow,b04c952c-16c4-41ad-bd62-ace5047cdf6e
860349,56942216,11,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
856411,6041038,13,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
555560,30756586,12,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
572836,93690156,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
1188385,11130833,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
520084,56342525,13,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
5686598,28126537,11,4986771,OBOY,66ffca84-c76f-416b-9371-89ccb7bb9da6
860349,92943325,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
555560,40123305,12,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
572836,54563549,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
856411,37115658,13,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
522177,35147467,11,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
520084,42739661,12,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
567274,41596284,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
567274,24841423,13,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
567274,44752069,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5250517,22664387,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
856411,47230579,12,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
5278902,50385738,12,4448630,Maes,74def643-c770-470d-a0b5-21c0fa60069e
555560,6143001,13,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
520084,23632925,13,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
572836,18396172,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
4289606,10099307,11,9197980,Damso,71ff695e-896a-4043-aea4-93eadde08d09
522177,58996677,11,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
567274,16159271,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
900257,41102503,13,1412564,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a
60087,5872957,12,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
1188385,41661171,13,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
860349,69940850,13,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
900257,6020182,13,1412564,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a
60087,12997512,11,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
57633,42097606,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
555560,21241858,13,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
3690398,73365380,12,4842061,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814
572836,15233725,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
522394,52591928,11,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
572836,38769020,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
572836,25924045,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
2265158,51826306,13,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
520084,7893627,13,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
567274,42878390,13,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
572836,8793954,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
1188385,30243065,13,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
5250517,41737943,12,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
60087,5893310,12,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
841407,8319634,13,171998,Hamza,6a2244c9-3122-454e-b83d-b23e2968884e
572836,44417292,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
950572,36641148,13,5175734,Vald,062ab94e-b7a5-47a9-b3f4-cc1750c3f859
522177,7948939,12,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
5468234,64687692,12,455796,Leto,635e50a0-3c8f-4675-a0e6-9e3555cc4e0a
567274,40727293,13,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5583003,54276166,12,604107,SDM,ee5acbd5-d291-4fe1-a06a-88060b131b77
4843823,54801257,13,8909272,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01
856411,6029893,11,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
4884911,53268146,12,4803754,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe
5250517,94243412,12,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
2265158,88011989,13,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
522177,53665471,12,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
555560,5829575,13,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
5468234,60895698,12,455796,Leto,635e50a0-3c8f-4675-a0e6-9e3555cc4e0a
522394,17502229,12,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
520084,36080897,11,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
856411,5997402,11,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
3864820,39534971,12,9930130,Djadja & Dinaz,a4ab6bb1-2b7e-4d5f-bad6-dcd6b6daa5d6
860349,9582170,13,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
522177,47330578,13,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
60087,1330820,11,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5795763,21467470,12,10725097,Yanns,f4703541-0e73-411f-a5ff-dc8a0cb972ac
1180989,42098441,13,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
567274,15051463,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5583003,11564876,11,604107,SDM,ee5acbd5-d291-4fe1-a06a-88060b131b77
522177,1351668,13,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
57633,77724780,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
57633,43478130,13,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
5250517,74379602,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
4290170,39129960,11,4889156,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29
6403312,62822454,13,10189104,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a
60087,10485483,11,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
555560,14388400,11,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
860349,10511274,13,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
1188385,5777661,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
522177,7832230,13,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
841407,24549828,13,171998,Hamza,6a2244c9-3122-454e-b83d-b23e2968884e
856411,40376619,11,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
5468234,7846370,12,455796,Leto,635e50a0-3c8f-4675-a0e6-9e3555cc4e0a
5250517,37731094,12,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
520084,16154749,11,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
572836,5720388,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
60087,34479205,11,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5583003,5834280,13,604107,SDM,ee5acbd5-d291-4fe1-a06a-88060b131b77
1345896,37257031,12,13962203,Zola,3134d99c-a372-424a-9f65-d2dacfdccaba
4807932,43512790,12,1042268,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6
860349,47876785,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
572836,43634722,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
555560,46612831,13,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
555560,52955392,11,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
522177,22371744,12,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
5250517,47187389,12,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
1936284,7867806,12,1519461,PNL,da04991d-8e8a-43be-9892-1e6342a77410
57633,24958437,11,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
5096340,55775517,11,1479842,PLK,55304866-1b79-4365-a6b1-961c95e9fc57
567274,41422030,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5263805,5896179,13,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
60087,53275087,11,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5250517,34936330,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
522177,52439638,13,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
5263675,36727399,12,162665,SCH,070a4a70-705b-41ba-a30a-cac559c781f8
860349,38852440,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
789245,13702635,11,259467,Orelsan,6cad3ce5-6380-4594-a8da-ae7d273b683d
57633,56322556,11,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
520084,21531358,12,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
572836,62115990,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
57633,45785593,13,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
856411,94296951,12,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
60087,94169395,12,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
860349,17301465,11,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
60087,6143720,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
522394,41313766,13,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
572836,42878170,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
2265158,53086394,11,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
572836,6046541,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
520084,41666173,12,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
572836,7894226,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
572836,78187251,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
567274,8383780,13,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
856411,28647546,11,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
6403312,5830642,13,10189104,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a
572836,39611899,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
572836,24179013,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
60087,47486374,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
627192,40493377,11,259729,Alonzo,9ff87295-bdfc-46fc-b605-456cc39d84ca
60087,13078253,12,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
555560,40914134,13,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
2265158,1326658,12,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
60087,32220141,12,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
60087,7916186,12,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
520084,55577781,11,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
572836,41285892,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
522177,84385035,13,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
1136202,31241815,13,292949,Dinos,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979
860349,62820369,13,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
520084,14733910,13,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
567274,68857521,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
567274,5690637,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
1188385,9701162,13,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
522394,5851232,11,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
860349,5772801,11,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
856411,66784173,12,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
5468234,8147256,11,455796,Leto,635e50a0-3c8f-4675-a0e6-9e3555cc4e0a
5278902,5916298,13,4448630,Maes,74def643-c770-470d-a0b5-21c0fa60069e
572836,25154490,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
57633,62545131,11,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
856411,12952795,12,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
555560,36024130,12,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
567274,13099728,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
572836,52681266,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
520084,41757637,11,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
856411,42648068,11,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
572836,40234525,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5250517,40241199,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
567274,33241256,13,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
627188,41609628,13,13011,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936
860349,57573743,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
5096340,14939711,11,1479842,PLK,55304866-1b79-4365-a6b1-961c95e9fc57
860349,63501478,13,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
572836,35911163,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
