product_id,user_id,rating,contact_id,contact_subtype_id,dz_artist_id,dz_name,mbz_artist_id
5777661,466533,9,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
5770189,382380,9,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
7894226,99892,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5812734,1228844,7,1180989,11,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
5956148,59965,8,3964938,11,74463,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297
11446025,354129,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
55312693,763835,7,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
6099510,12697,9,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
5956148,702876,8,3964938,11,74463,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297
55312693,55545,4,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
55312693,492753,7,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
11446025,1627591,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
38885410,789819,4,2265158,13,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
5812734,1071052,4,1180989,11,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
6050279,46200,7,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
17289461,885521,8,856411,12,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
5777661,880584,5,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
5720388,121855,7,572836,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
55044942,162397,7,567274,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
11446025,1391454,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
6034894,56597,5,60087,12,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
6099510,1264148,8,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
5777661,1995779,9,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
11446025,476436,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5789635,61778,8,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5777661,136357,8,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
5777661,313908,9,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
7894226,1502817,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
55312693,472929,10,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
40107636,158306,6,856411,12,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
22985822,754014,2,522394,13,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
7894226,70928,6,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5777661,258658,9,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
58618,172942,8,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5777661,2006377,5,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
58618,47860,5,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5751942,484148,5,4807932,12,1042268,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6
11446025,46697,10,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
45478377,151056,7,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
55312693,640134,7,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
58618,488585,7,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
7894226,345638,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5896179,2041097,7,5263805,13,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
6099510,281627,8,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
5956148,291495,5,3964938,11,74463,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297
55312693,852181,1,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
11446025,38144,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
11446025,92319,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
6160732,2240665,8,5061175,11,13918545,Tiakola,2bd0c272-dd22-4395-8381-18fa2fa59f1e
23194441,565276,8,859596,12,4087782,Lacrim,10df38da-1292-4881-bd96-c6dfead3934b
45478377,542940,9,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
11446025,58957,6,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
45478377,70508,9,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
58618,1241176,3,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5956148,45929,9,3964938,11,74463,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297
5777661,1900147,7,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
11446025,1159511,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
58618,16193,8,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
39382146,35484,6,555560,11,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
5770189,214400,8,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
11446025,159463,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
55044942,552312,6,567274,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
11446025,42485,10,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5781088,191135,8,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
1341545,238079,9,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
5778040,217,8,1180989,12,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
58618,435026,6,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5777661,37504,8,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
55312693,581224,8,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
58618,229055,7,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
6101533,2044932,9,5250517,12,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
22985822,818721,8,522394,13,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
5770189,1370536,6,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
55312693,1036019,8,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
5770189,24206,6,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
9230076,908870,8,2265158,11,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
58618,280846,7,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
11446025,61992,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
41401368,312527,7,520084,13,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
13218831,280494,7,60087,12,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
1375351,717465,7,1136202,11,292949,Dinos,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979
5999444,59524,7,2265158,13,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
5778040,415970,9,1180989,12,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
1307272,1475203,8,627192,13,259729,Alonzo,9ff87295-bdfc-46fc-b605-456cc39d84ca
11446025,1871,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5794075,1010253,7,522394,11,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
55044942,675089,8,567274,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
55044942,360238,9,567274,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
58618,51878,7,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
58618,94706,7,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
55312693,88849,9,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
5770189,2063928,10,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
11446025,137239,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
58618,303368,7,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
58618,600228,7,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
36965704,601582,8,5583003,12,604107,SDM,ee5acbd5-d291-4fe1-a06a-88060b131b77
55312693,1211369,9,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
7934886,702876,9,859596,13,4087782,Lacrim,10df38da-1292-4881-bd96-c6dfead3934b
5778040,43971,7,1180989,12,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
5777661,1979439,6,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
11446025,338446,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
7894226,65486,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
1365726,776153,8,567274,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
6099510,956076,7,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
17924733,575337,10,567274,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
8824580,124702,10,522394,12,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
22985822,87999,6,522394,13,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
5781088,75502,8,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
58618,87433,7,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5812734,1607805,8,1180989,11,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
5954503,747537,6,555560,13,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
11446025,180040,6,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
55312693,668991,8,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
16386742,48909,8,2265158,11,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
5812734,271010,5,1180989,11,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
11446025,166862,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
1371410,184740,8,1188385,13,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
41362942,695733,5,522177,12,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
1365942,182423,5,522177,13,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
55312693,1749432,7,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
6034894,92664,7,60087,12,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
55312693,80199,6,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
1365726,248638,7,567274,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5781088,420456,6,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
6099510,55305,6,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
6177367,653964,7,2265158,13,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
5812734,936295,5,1180989,11,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
5720388,331485,9,572836,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5777661,824712,8,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
7894226,893020,9,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
17596655,71018,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
6099510,49870,6,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
5916298,882260,2,5278902,13,4448630,Maes,74def643-c770-470d-a0b5-21c0fa60069e
6034894,127361,5,60087,12,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
22985822,14185,5,522394,13,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
11446025,225785,9,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5778040,60292,10,1180989,12,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
13521805,216451,8,1136202,12,292949,Dinos,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979
5770189,15490,6,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
11446025,9803,10,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5778040,790306,8,1180989,12,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
44517396,562400,7,555560,12,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
36011636,977097,4,520084,13,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
55312693,78677,8,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
5789635,74571,10,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5777661,456608,9,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
5778040,1403373,4,1180989,12,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
55312693,2059115,10,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
5778040,289092,9,1180989,12,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
5778040,112906,6,1180989,12,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
5812734,53234,7,1180989,11,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
6099510,125136,7,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
39382146,12296,5,555560,11,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
5770189,513125,10,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
24632460,1232958,5,5061175,13,13918545,Tiakola,2bd0c272-dd22-4395-8381-18fa2fa59f1e
55312693,321865,7,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
1341545,75048,7,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
58618,1376,8,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
58618,112137,8,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5781088,276297,7,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5812734,1134655,8,1180989,11,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
5812734,139808,3,1180989,11,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
5812734,581269,7,1180989,11,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
55312693,343733,1,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
6099510,1161047,7,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
5777661,22548,6,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
5770189,290304,9,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
7894226,1859027,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
6076759,46618,8,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
23194441,699818,7,859596,12,4087782,Lacrim,10df38da-1292-4881-bd96-c6dfead3934b
6099510,656588,6,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
45478377,492092,4,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5731019,700387,6,555560,11,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
5812734,1396265,8,1180989,11,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
5777661,758130,8,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
5731019,831601,7,555560,11,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
58618,41106,5,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5777661,1477178,7,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
58618,47992,7,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
55312693,57252,6,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
10177504,218120,7,567274,13,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5738404,399658,7,522394,13,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
6099510,337394,9,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
5777661,32263,8,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
1365726,81889,7,567274,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5777661,1122912,8,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
55044942,227304,7,567274,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5777661,261190,6,1188385,12,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
6050279,57836,7,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
6099510,49660,5,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
11446025,86737,9,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5778040,1378898,7,1180989,12,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
5889101,67590,7,572836,12,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
11446025,137269,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
55044942,449867,10,567274,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
11446025,453585,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
1365726,282300,10,567274,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
55044942,236974,8,567274,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
11446025,490117,9,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5812734,19729,7,1180989,11,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
6050279,1277844,8,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
11446025,1326310,1,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
11446025,1777217,6,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5770189,70317,8,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
11446025,11068,6,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
11446025,300776,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
58618,1161492,8,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
6034894,761959,8,60087,12,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
11446025,132147,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
58618,1774493,6,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
8148291,229873,8,567274,13,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
45478377,49812,8,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
7833720,78292,8,555560,13,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
11446025,369164,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5770189,63912,6,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
5770189,759298,7,57633,12,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
55312693,1104621,5,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
5778040,6437,8,1180989,12,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
45478377,369718,8,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
43045296,767359,6,4814922,12,14621667,Koba LaD,52315221-8b06-4fb1-bfd3-16057aa4f9e1
45478377,859181,8,572836,13,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
11446025,81486,7,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
1365726,311881,8,567274,12,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
55044942,59225,9,567274,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5998312,1941878,6,522177,11,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
58618,118006,7,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
58618,8626,7,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
55044942,1941604,7,567274,11,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
10795144,2169078,9,57633,11,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
5738404,1697834,9,522394,13,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
11446025,1800395,5,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5778040,98816,9,1180989,12,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
6099510,21017,4,5250517,13,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
58618,723045,4,60087,13,198,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926
5956148,1828916,8,3964938,11,74463,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297
11446025,329221,6,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
5828294,481824,10,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
11446025,51385,8,572836,11,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
55312693,275506,9,860349,12,384236,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
75076926,653818,8,856411,13,4050205,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
